rec,verdict,reason_code,note,doi,title
120,EXCLUDE,E4,"고요함 관점이 공원 사운드스케이프 평가에 미친 영향",10.3390/app7010091,"The Personal Viewpoint on the Meaning of Tranquility Affects the Appraisal of the Urban Park Soundscape"
121,EXCLUDE,E4,"사운드스케이프 구성·심리음향 파라미터 관계만",10.3846/16486897.2014.998676,"SOUNDSCAPE DESIGN IN CITY PARKS: EXPLORING THE RELATIONSHIPS BETWEEN SOUNDSCAPE COMPOSITION PARAMETERS AND PHYSICAL AND PSYCHOACOUSTIC PARAMETERS"
122,EXCLUDE,E4,"시각경관·교통유형별 사운드스케이프 지각만",10.1016/j.apacoust.2021.108580,"The effects of visual landscape and traffic type on soundscape perception in high-rise residential estates of an urban city"
123,MAYBE,,"봉쇄기 사운드스케이프 모델링, 이동행태 연계 확인 필요",10.1121/10.0008928,"Investigating urban soundscapes of the COVID-19 lockdown: A predictive soundscape modeling approach"
124,EXCLUDE,E4,"교통소음 커뮤니티 반응·성가심 조사",10.1016/j.apacoust.2009.08.004,"Community responses to road traffic noise in Hanoi and Ho Chi Minh City"
125,MAYBE,,"근린환경·활동 매개 생활만족도, 음환경 포함 확인 필요",10.1016/j.jtrangeo.2022.103435,"Residential and workplace neighborhood environments and life satisfaction: Exploring chain-mediation effects of activity and place satisfaction"
126,CANDIDATE,,"도로교통소음이 보행자에 미치는 영향, 가로 세팅 적합",10.1016/j.scitotenv.2022.159406,"Effects of noise on pedestrians in urban environments where road traffic is the main source of sound"
127,EXCLUDE,E4,"새소리와 관광객 심리회복, 행태 없음",10.1016/j.ufug.2021.127088,"An application of artificial intelligence techniques in prediction of birds soundscape impact on tourists’ mental restoration in natural urban areas"
128,MAYBE,,"자전거 이용행태와 환경요인, 소음 변수 확인 필요",10.1016/j.tbs.2021.05.006,"How does the individual perception of local conditions affect cycling? An analysis of the impact of built and non-built environment factors on cycling behaviour and attitudes in an urban setting"
129,EXCLUDE,E5,"사운드스케이프 접근 논평, 실증연구 아님",10.3397/1.3484180,"Perspective of the soundscape approach as a tool for urban space design"
130,EXCLUDE,E3,"녹지와 정신건강 경로분석, 음환경 변수 없음",10.3390/land11081128,"Green Space for Mental Health in the COVID-19 Era: A Pathway Analysis in Residential Green Space Users"
131,EXCLUDE,E3,"휴양지 혼잡 지각 연구, 음환경 없음",10.1177/0013916589213002,"Perceived Crowding in Recreational Settings"
132,EXCLUDE,E1,"공원 음향 생태계 모니터링 중심",10.1016/j.ufug.2022.127555,"Soundscapes of urban parks: An innovative approach for ecosystem monitoring and adaptive management"
133,EXCLUDE,E4,"보존가치 사운드스케이프 특성·평가만",10.1016/j.jenvman.2019.109722,"Characteristics and evaluation of urban soundscapes worthy of preservation"
134,EXCLUDE,E4,"캠퍼스 사운드워크 설문·소음측정, 지각만",10.3390/su13020841,"Soundwalk, Questionnaires and Noise Measurements in a University Campus: A Soundscape Study"
135,EXCLUDE,E4,"EEG 정서반응 등 생리지표만",10.3390/f12101380,"Electroencephalography (EEG)-Based Neural Emotional Response to the Vegetation Density and Integrated Sound Environment in a Green Space"
136,EXCLUDE,E4,"부지유형별 교통소음-성가심 관계만",10.1016/j.trd.2016.02.007,"A study of relationships between traffic noise and annoyance for different urban site typologies"
137,CANDIDATE,,"가로 광장무 활동이 형성한 사운드스케이프, 역방향 적합",10.3390/ijerph16050840,"An Investigation of Soundscape Factors Influencing Perceptions of Square Dancing in Urban Streets: A Case Study in a County Level City in China"
138,EXCLUDE,E4,"가상 사운드워크 사운드아트 개입 평가만",10.3390/app10062102,"Using Virtual Soundwalk Approach for Assessing Sound Art Soundscape Interventions in Public Spaces"
139,EXCLUDE,E4,"상업가로 사운드스케이프 지표 개발",10.3813/aaa.918965,"Development of Indicators for the Soundscape in Urban Shopping Streets"
140,MAYBE,,"가로경관 지각과 자전거 행태, 음환경 확인 필요",10.1016/j.scs.2024.105525,"Beyond built environment: Unveiling the interplay of streetscape perceptions and cycling behavior"
141,EXCLUDE,E4,"사운드스케이프 매핑·소음관리 사례, 행태 없음",10.1515/noise-2017-0007,"Soundscape mapping in environmental noise management and urban planning: case studies in two UK cities"
142,MAYBE,,"공원 사운드스케이프 경제가치, 방문행태 사용 여부 확인",10.1016/j.ufug.2017.08.018,"Acoustic and economic valuation of soundscape: An application to the ‘Retiro’ Urban Forest Park"
143,MAYBE,,"교통 미세환경 체류시간 시간이용, 음환경 확인 필요",10.1007/s11869-017-0532-6,"Evaluation of daily time spent in transportation and traffic-influenced microenvironments by urban Canadians"
144,MAYBE,,"가로환경과 러닝 행태, 소음 변수 확인 필요",10.1177/23998083231185589,"The effects of street environment features on road running: An analysis using crowdsourced fitness tracker data and machine learning"
145,EXCLUDE,E4,"수변 사운드스케이프 기술 지표만",10.3390/ijerph13090934,"Acoustic, Visual and Spatial Indicators for the Description of the Soundscape of Waterfront Areas with and without Road Traffic Flow"
146,EXCLUDE,E4,"VR 시청각 상호작용 사운드스케이프 지각만",10.1016/j.apacoust.2022.108717,"Effect of audio-visual interaction on soundscape in the urban residential context: A virtual reality experiment"
147,EXCLUDE,E4,"서비스품질 모델 기반 공원 사운드스케이프 평가",10.1016/j.apacoust.2017.06.006,"A method for assessing soundscape in urban parks based on the service quality measurement models"
148,EXCLUDE,E4,"경관패턴 지수와 사운드스케이프 지각만",10.3846/16486897.2014.911181,"LANDSCAPE SPATIAL PATTERN INDICES AND SOUNDSCAPE PERCEPTION IN A MULTI-FUNCTIONAL URBAN AREA, GERMANY"
149,EXCLUDE,E4,"공원-광장 경로 사운드스케이프 지각 조사",10.1016/j.apacoust.2016.10.002,"Soundscape research on the Gezi Park – Tunel Square route"
150,MAYBE,,"교외공원 방문객 선호·행태 변화, 음환경 확인 필요",10.1111/1477-8947.12025,"Improving visitor management approaches for the changing preferences and behaviours of country park visitors in<scp>H</scp>ong<scp>K</scp>ong"
151,MAYBE,,"시각환경과 조깅 행태 GPS, 음환경 확인 필요",10.1016/j.ufug.2024.128291,"How does visual environment affect outdoor jogging behavior? Insights from large-scale city images and GPS trajectories"
152,EXCLUDE,E4,"녹지 사운드스케이프 다양성 지수 평가만",10.1016/j.ecolind.2023.110725,"Soundscape diversity: Evaluation indices of the sound environment in urban green spaces – Effectiveness, role, and interpretation"
153,MAYBE,,"이동기반 센싱 소음지각, 행태 데이터 확인 필요",10.1016/j.compenvurbsys.2024.102204,"Machine-based understanding of noise perception in urban environments using mobility-based sensing data"
154,EXCLUDE,E3,"보행 접근성 지수 산출, 음환경 없음",10.3390/ijgi9100586,"Urban Green Accessibility Index: A Measure of Pedestrian-Centered Accessibility to Every Green Point in an Urban Area"
155,EXCLUDE,E4,"도시 음환경 요소로서 새소리 사례, 행태 없음",10.3813/aaa.918726,"Birdsong As an Element of the Urban Sound Environment: A Case Study Concerning the Area of Warnemünde in Germany"
156,MAYBE,,"수변공간 질과 러닝·사이클링, 음환경 확인 필요",10.1016/j.scs.2024.105929,"Healthy urban blue space design: Exploring the associations of blue space quality with recreational running and cycling using crowdsourced data"
157,EXCLUDE,E4,"경관요소 통한 공원 음환경 이해만",10.1016/j.eti.2020.100998,"Understanding the soundscape environment of an urban park through landscape elements"
158,EXCLUDE,E4,"유럽-중국 사운드스케이프 경험 비교, 지각만",10.1121/10.0020842,"Soundscape experience of public spaces in different world regions: A comparison between the European and Chinese contexts via a large-scale on-site survey"
159,EXCLUDE,E4,"교통소음 건강수명 손실 추정",10.1007/s11356-020-11190-4,"Exposure to the road traffic noise in an urban complex in Greece: the quantification of healthy life years lost due to noise-induced annoyance and noise-induced sleep disturbances"
160,EXCLUDE,E4,"공원 사운드스케이프 평가·설계 시사만",10.3390/land10010066,"Evaluation of Soundscapes in Urban Parks in Olsztyn (Poland) for Improvement of Landscape Design and Management"
161,EXCLUDE,E4,"사운드스케이프 인지 지속성, 지각만",10.1016/j.scs.2019.101706,"Cognitive persistence of soundscape in urban parks"
162,EXCLUDE,E4,"고전 시가 속 사운드스케이프 공간패턴, 행태 없음",10.1057/s41599-024-03251-7,"Historical sensing: the spatial pattern of soundscape occurrences recorded in poems between the Tang and the Qing Dynasties amid urbanization"
163,EXCLUDE,E2,"지하상가 실내 세팅, 주관적 음량·쾌적성",10.1016/j.scitotenv.2012.06.105,"Effects of individual sound sources on the subjective loudness and acoustic comfort in underground shopping streets"
164,EXCLUDE,E4,"중국-크로아티아 공공공간 사운드스케이프 비교, 지각만",10.3390/app10030960,"Cross-National Comparison of Soundscape in Urban Public Open Spaces between China and Croatia"
165,EXCLUDE,E4,"자연음 심리생리 반응만",10.1038/s41598-024-67812-1,"Effects of different natural soundscapes on human psychophysiology in national forest park"
166,MAYBE,,"환경요소와 보행속도, 음환경 변수 확인 필요",10.3390/land10050459,"Environmental Features Influence Walking Speed: The Effect of Urban Greenery"
167,EXCLUDE,E4,"주거 교통소음·성가심, 옥외 행태 없음",10.3390/ijerph15051036,"Home as a Place of Noise Control for the Elderly? A Cross-Sectional Study on Potential Mediating Effects and Associations between Road Traffic Noise Exposure, Access to a Quiet Side, Dwelling-Related Green and Noise Annoyance"
168,MAYBE,,"봉쇄기 녹지 이용 변화, 음환경 속성 확인 필요",10.3389/fevo.2022.804443,"Changes in Green Space Use During a COVID-19 Lockdown Are Associated With Both Individual and Green Space Characteristics"
169,EXCLUDE,E3,"고온과 옥외활동 시간, 음환경 변수 없음",10.3389/fpubh.2022.955077,"Analysis of the impact of urban summer high temperatures and outdoor activity duration on residents' emotional health: Taking hostility as an example"
170,MAYBE,,"보행네트워크 평가지표, 소음 항목·보행량 확인 필요",10.3390/su141610306,"Walkable Cities: Using the Smart Pedestrian Net Method for Evaluating a Pedestrian Network in Guimarães, Portugal"
171,MAYBE,,"인간활동음 지수와 공공공간 사운드스케이프, 역방향 가능",10.1016/j.scitotenv.2021.149869,"Effects of a human sound-based index on the soundscapes of urban open spaces"
172,EXCLUDE,E4,"물리 지표 기반 음환경 분류만",10.1121/1.4904555,"Describing and classifying urban sound environments with a relevant set of physical indicators"
173,EXCLUDE,E5,"조사 프로토콜 비교 방법론 연구",10.1016/j.scs.2021.103259,"Compatibility of quantitative and qualitative data-collection protocols for urban soundscape evaluation"
174,EXCLUDE,E4,"소음 성가심과 주관적 건강, 행태 없음",10.1080/09640568.2013.859129,"Objective exposure to road traffic noise, noise annoyance and self-rated poor health – framing the relationship between noise and health as a matter of multiple stressors and resources in urban neighbourhoods"
175,MAYBE,,"공원 신체활동 기회 관찰, 음환경 변수 확인 필요",10.3390/ijerph15040815,"How Urban Parks Offer Opportunities for Physical Activity in Dublin, Ireland"
176,EXCLUDE,E4,"교외 산림공원 사운드스케이프 시공간 변이만",10.1016/j.ufug.2022.127766,"Research on spatiotemporal variation characteristics of soundscapes in a newly established suburban forest park"
177,EXCLUDE,E4,"고가도로변 사운드스케이프 특성·지각만",10.1016/j.scs.2022.103996,"Characteristics and perception evaluation of the soundscapes of public spaces on both sides of the elevated road: A case study in Suzhou, China"
178,EXCLUDE,E4,"녹지 청각-시각 상호작용 음환경 쾌적성만",10.3390/f13081262,"Improving Soundscape Comfort in Urban Green Spaces Based on Aural-Visual Interaction Attributes of Landscape Experience"
179,EXCLUDE,E4,"맥락요인이 사운드스케이프 지각에 미친 영향만",10.3390/app7020173,"Analysis of Field Data to Describe the Effect of Context (Acoustic and Non-Acoustic Factors) on Urban Soundscapes"
180,MAYBE,,"공원 이용·방문객 활동 디지털 기록, 음환경 확인 필요",10.1016/j.compenvurbsys.2010.05.007,"Digital representation of park use and visual analysis of visitor activities"
181,EXCLUDE,E4,"경관요인의 주거 사운드스케이프 개선 지각만",10.1016/j.landurbplan.2022.104534,"Potential mutual efforts of landscape factors to improve residential soundscapes in compact urban cities"
182,MAYBE,,"가로환경과 자전거 통행량, 소음 변수 확인 필요",10.1016/j.jtrangeo.2025.104179,"Deciphering urban cycling: Analyzing the nonlinear impact of street environments on cycling volume using crowdsourced tracker data and machine learning"
183,EXCLUDE,E4,"보행자 교통소음 사운드스케이프 평가, 지각만",10.1016/j.eiar.2020.106399,"Spatial variations in pedestrian soundscape evaluation of traffic noise"
184,MAYBE,,"동반자 요인과 사운드스케이프 평가, 사회적 맥락 확인",10.1016/j.scs.2021.102860,"The influence of companion factors on soundscape evaluations in urban public spaces"
185,EXCLUDE,E2,"요양원 실내 활동공간 음환경",10.1016/j.apacoust.2021.107932,"Acoustic environment of comprehensive activity spaces in nursing homes: A case study in Harbin, China"
186,EXCLUDE,E4,"도시규모별 교통소음 수준 변이만",10.1016/j.envres.2021.111303,"Variability of traffic noise pollution levels as a function of city size variables"
187,EXCLUDE,E5,"차량 교통 집단행동 모델링, 음환경·행태 아님",10.1098/rsos.201808,"A paradox of traffic and extra cars in a city as a collective behaviour"
188,EXCLUDE,E1,"도시숲 생물음 대상 생태음향 분석",10.1016/j.ecolind.2022.109437,"Assessing the effect of human activities on biophony in urban forests using an automated acoustic scene classification model"
189,EXCLUDE,E4,"증강 사운드스케이프 정서반응 데이터셋",10.1109/taffc.2023.3247914,"ARAUS: A Large-Scale Dataset and Baseline Models of Affective Responses to Augmented Urban Soundscapes"
190,CANDIDATE,,"활동맥락이 개인 음노출에 미친 영향, 시간지리학",10.1177/2399808320965243,"The effects of activity-related contexts on individual sound exposures: A time–geographic approach to soundscape studies"
191,EXCLUDE,E4,"교통소음 저항성과 도시형태 관계만",10.3813/aaa.918848,"On the Relationship between Traffic Noise Resistance and Urban Morphology in Low-Density Residential Areas"
192,EXCLUDE,E4,"공원 웰빙·사운드스케이프 분석, 행태 없음",10.3390/ijerph18062972,"Redefinition of Park Design Criteria as a Result of Analysis of Well-Being and Soundscape: The Case Study of the Kortowo Park (Poland)"
193,MAYBE,,"미시 가로환경과 관광객 보행행태, 음환경 확인 필요",10.3390/buildings12122248,"Impacts of Micro-Scale Built Environment Features on Tourists’ Walking Behaviors in Historic Streets: Insights from Wudaoying Hutong, China"
194,EXCLUDE,E4,"인위소음 변이 분해·요인 분석, 행태 없음",10.1016/j.scitotenv.2017.04.229,"Decomposing an urban soundscape to reveal patterns and drivers of variation in anthropogenic noise"
195,EXCLUDE,E4,"시청각·온열 쾌적성과 심리회복만",10.1016/j.buildenv.2025.112597,"Reclaiming winter: How visual, thermal, and acoustic comfort shape psychological restoration in severe cold urban parks"
196,MAYBE,,"유니버설디자인과 이동성·사회통합, 실증·음환경 확인 필요",10.3390/urbansci9020046,"Enhancing Urban Mobility for All: The Role of Universal Design in Supporting Social Inclusion for Older Adults and People with Disabilities"
197,EXCLUDE,E4,"공원 방문객 사운드스케이프 지각 측정만",10.7717/peerj.16592,"Understanding park visitors’ soundscape perception using subjective and objective measurement"
198,EXCLUDE,E4,"녹지 가시성과 소음 성가심·선호만",10.1016/j.apacoust.2020.107474,"Comparing the effects of visibility of different neighborhood greenery settings on the preference ratings and noise annoyance responses to road traffic noises"
199,EXCLUDE,E4,"마이크 높이·도시형태별 소음노출 측정",10.1016/j.envres.2020.110055,"Evaluation of exposure to road traffic noise: Effects of microphone height and urban configuration"
200,EXCLUDE,E4,"수경시설의 사운드스케이프 평가 효과만",10.3389/fpsyg.2020.570797,"A Tale of Three Misters: The Effect of Water Features on Soundscape Assessments in a Montreal Public Space"
201,EXCLUDE,E4,"건강회복 사운드스케이프 판별기준 개발",10.1016/j.scitotenv.2021.148541,"Development and application of practical criteria for the recognition of potential Health Restoration Soundscapes (HeReS) in urban greenspaces"
202,EXCLUDE,E4,"객관·주관 소음노출 관계, 행태 없음",10.1080/13549839.2018.1428791,"The relation between objective and subjective exposure to traffic noise around two suburban highway viaducts in Ghent: lessons for urban environmental policy"
203,EXCLUDE,E4,"수변 물소리 마스킹과 이용자 기대 부합만",10.3390/su13010371,"Sound Water Masking to Match a Waterfront Soundscape with the Users’ Expectations: The Case Study of the Seafront in Naples, Italy"
204,EXCLUDE,E5,"음환경 표현 도구 제안, 방법론 연구",10.1016/j.landurbplan.2015.08.013,"The acoustic summary as a tool for representing urban sound environments"
205,EXCLUDE,E5,"사운드스케이프 워크숍 실무 연계 논의",10.1080/13574809.2019.1699399,"Sounds in the city: bridging the gaps from research to practice through soundscape workshops"
206,EXCLUDE,E5,"도시숲 사운드스케이프 개관·에디토리얼 성격",10.3390/f13122056,"Soundscape in Urban Forests"
207,EXCLUDE,E4,"가로경관과 체감안전·미적 평가 지각만",10.1061/jupddm.upeng-4314,"Measuring the Effects of Streetscape Characteristics on Perceived Safety and Aesthetic Appreciation of Pedestrians"
208,MAYBE,,"공원 설계특성과 보행행태, 음환경 변수 확인 필요",10.3390/land12101838,"Design Characteristics, Visual Qualities, and Walking Behavior in an Urban Park Setting"
209,MAYBE,,"보행 발자국음이 공원 사운드스케이프에 미친 영향, 역방향",10.3846/16486897.2016.1172076,"THE EFFECT OF WALKING SOUNDS FROM DIFFERENT WALKED-ON MATERIALS ON THE SOUNDSCAPE OF URBAN PARKS"
210,EXCLUDE,E4,"산림 유형별 사운드스케이프 쾌적성 지각만",10.3390/su11174789,"Perceived Occurrences of Soundscape Influencing Pleasantness in Urban Forests: A Comparison of Broad-Leaved and Coniferous Forests"
211,EXCLUDE,E4,"음환경 유형별 스트레스 완화 효과만",10.3390/ijerph20021082,"Effects of Acoustic Environment Types on Stress Relief in Urban Parks"
212,MAYBE,,"녹지 속성과 방문량·만족도, 음환경 포함 확인 필요",10.1016/j.cities.2024.105543,"How do urban green space attributes affect visitation and satisfaction? An empirical study based on multisource data"
213,EXCLUDE,E4,"도시규모별 주민 사운드스케이프 지각 차이만",10.1016/j.apacoust.2023.109659,"City, town, village: Potential differences in residents soundscape perception using ISO/TS 12913-2:2018"
214,MAYBE,,"녹지·열환경과 조깅 활동, 음환경 변수 확인 필요",10.1016/j.ufug.2024.128655,"Urban greenery distribution and its heat mitigation effect on outdoor jogging activities"
