rec,verdict,reason_code,note,doi,title
257,EXCLUDE,E4,"새소리와 인간 음향지각만",10.3390/f13070994,"Effects of Forest on Birdsong and Human Acoustic Perception in Urban Parks: A Case Study in Nigeria"
258,MAYBE,,"공원 인기경로·신체활동 · 환경요인에 음환경 가능",10.1016/j.ufug.2025.128684,"Deciphering popular routes in urban parks: The impact of environmental factors on the amount, intensity and diversity of physical activity"
259,MAYBE,,"공원 사운드스케이프 조사 · 결과변수 불명",10.24425/aoa.2021.136568,"Soundscapes of Urban Parks in Cities with Populations of Over 100,000 in the Silesian Voivodeship"
260,EXCLUDE,E4,"사운드스케이프 랭킹지수 개발",10.3390/s23073401,"Self-Consistent Soundscape Ranking Index: The Case of an Urban Park"
261,EXCLUDE,E4,"사운드스케이프 지각 예측·시각화만",10.3390/f14101946,"Predicting and Visualizing Human Soundscape Perception in Large-Scale Urban Green Spaces: A Case Study of the Chengdu Outer Ring Ecological Zone"
262,MAYBE,,"신체활동 중 공원 경로 공간선호 · 음환경 불명",10.3390/ijerph182211756,"Residents’ Spatial Preference for Urban Forest Park Route during Physical Activities"
263,EXCLUDE,E4,"식재공간 사운드스케이프 지각 차이만",10.3390/f15030417,"Differences in Soundscape Perception of Plants Space in Urban Green Space and the Influence of Factors: The Case of Fuzhou, China"
264,MAYBE,,"건조환경과 옥외 여가활동 · 음환경 불명",10.1016/j.apgeog.2024.103382,"Comparing the impacts of built environment across different objective life neighborhoods on the out-of-home leisure activities of employed people using massive mobile phone data"
265,MAYBE,,"공용 옥외공간 사운드스케이프 결정요인 · 활동 포함 가능",10.1016/j.buildenv.2024.112261,"Determinants of soundscape quality of communal open space in Hong Kong"
266,EXCLUDE,E4,"경관특성→사운드스케이프 시공간 동태",10.3390/f15122171,"Landscape Characteristics Influencing the Spatiotemporal Dynamics of Soundscapes in Urban Forests"
267,MAYBE,,"보행 이동성 go-along 면담 · 음환경 포함 가능",10.1016/j.jtrangeo.2024.103811,"Sociospatial inclusiveness of streets through the lens of urban pedestrian mobilities: Go-along interviews with less mobile pedestrians in Singapore"
268,MAYBE,,"역사지구 음환경 사례연구 · 결과변수 불명",10.3390/su13158423,"Acoustic Environment of Urban Historical Places: A Case Study in Kastamonu, Turkey"
269,MAYBE,,"공원환경 지각→사회적 상호작용 매개 · 소음 가능",10.3390/ijgi13070262,"The Influence of Perceptions of the Park Environment on the Health of the Elderly: The Mediating Role of Social Interaction"
270,EXCLUDE,E4,"소음 적정성 평가기법·요인분석 · 행태 없음",10.1371/journal.pone.0311571,"Machine learning-based urban noise appropriateness evaluation method and driving factor analysis"
271,EXCLUDE,E4,"공원 사운드스케이프 의미분별 지각만",10.5322/jes.2012.21.9.1053,"Semantic Differential Analysis of the Soundscape in Urban Park"
272,EXCLUDE,E5,"도시 사운드스케이프 기호학적 해석 · 비실증",10.1515/sem-2017-0041,"Semiotic interpretation of a city soundscape"
273,MAYBE,,"트레일 여가활동·환경특성 · 음환경 불명",10.1016/j.ufug.2025.128869,"Exploring multiscale relationships between environmental characteristics and recreational trail-based activities in urban natural areas: A regional study leveraging user-generated big data and machine learning"
274,MAYBE,,"GPS 옥외 신체활동 선호 변화 · 음환경 불명",10.1016/j.cities.2024.105253,"COVID-19 pandemic changes the outdoor physical activity preference in Chinese city: A 7-year GPS trajectory data analysis"
275,EXCLUDE,E4,"소음이벤트 모니터링·계획 · 행태 없음",10.3390/environments6020024,"Noise Events Monitoring for Urban and Mobility Planning in Andorra la Vella and Escaldes-Engordany"
276,EXCLUDE,E4,"교통소음 평가·공간특성 도출 · 행태 없음",10.1016/j.scs.2025.106478,"Evaluation of traffic noise pollution in elderly neighbourhoods and identification of priority intervention spatial characteristics"
277,EXCLUDE,E4,"사운드스케이프 선호 조사만",10.3389/fpsyg.2021.750421,"Soundscape Preference of Urban Residents in China in the Post-pandemic Era"
278,EXCLUDE,E4,"보행자 교통변수 지각·경로환경 평가만",10.3390/ijerph20043743,"Pedestrians’ Perceptions of Motorized Traffic Variables in Relation to Appraisals of Urban Route Environments"
279,EXCLUDE,E4,"사운드스케이프 지각→노인 웰빙만",10.1038/s41598-025-98125-6,"How soundscape perception enhances the well-being of elderly recreational visitors in urban parks: a case study of Zhengzhou People’s Park"
280,EXCLUDE,E2,"지하 상업공간 · 실내 세팅",10.3390/ijerph20031971,"A Study on the Soundscape of Underground Commercial Space in Lu’an City and Hefei City, China"
281,EXCLUDE,E4,"건조환경→보행자 지각만",10.1016/j.tranpol.2025.01.024,"Modeling the influence of built environment on pedestrian perceptions in colombian cities"
282,MAYBE,,"옥외 여가참여 빈도·활동 조사 · 음환경 불명",10.3390/su12020741,"Outdoor Recreation Participation in Istanbul, Turkey: An Investigation of Frequency, Length, Travel Time and Activities"
283,EXCLUDE,E2,"주거 실내 음향쾌적성 예측",10.1515/noise-2022-0177,"Prediction of the acoustic comfort of a dwelling based on automatic sound event detection"
284,EXCLUDE,E4,"포켓파크 사운드스케이프 회복성만",10.3390/buildings14041047,"A Study of Soundscape Restoration in Office-Type Pocket Parks"
285,MAYBE,,"공원 방문패턴 결정요인 · 음환경 포함 가능",10.1016/j.ufug.2024.128325,"Is the grass greener or the water bluer? Drivers of local park visitation patterns in Phoenix, Arizona"
286,EXCLUDE,E4,"사운드스케이프 서비스품질 측정모형",10.1177/1420326x20925527,"An improved service quality measurement model for soundscape assessment in urban public open spaces"
287,EXCLUDE,E5,"몰입형 사운드스케이프 설계도구 개발",10.3390/app13031611,"City Ditty: An Immersive Soundscape Sketchpad for Professionals of the Built Environment"
288,EXCLUDE,E4,"교통소음→캠퍼스 사운드스케이프 질만",10.22452/jdbe.vol17no1.1,"Traffic Noise Influence on Soundscape Quality At Campus Landscape Area"
289,EXCLUDE,E4,"비공식주거 사운드스케이프 분류·생태 관련성 · 행태 없음",10.1002/pan3.10454,"Classification and ecological relevance of soundscapes in urban informal settlements"
290,EXCLUDE,E4,"공원 사운드스케이프 지각 평가만",10.30919/es8d593,"Assessing and Characterizing the Perception of Soundscape in the Urban Park: A Case Study of Zayed Park, Egypt"
291,MAYBE,,"배경음악→유아 행동 · 실내 세팅 가능성",10.2466/pms.1996.82.3c.1123,"Influence of Background Music on Preschoolers' Behavior: A Naturalistic Approach"
292,MAYBE,,"시각·음환경→공중 반응 · 행태 포함 가능",10.3390/f15050858,"Combined Effects of the Visual–Acoustic Environment on Public Response in Urban Forests"
293,EXCLUDE,E4,"식생구조와 공원 사운드스케이프 관계만",10.5846/stxb202011192976,"Urban parks soundscape and its relationship with vegetation structure: A pilot study"
294,EXCLUDE,E4,"열·음환경→종합 쾌적감만",10.1016/j.enbuild.2025.116329,"Comprehensive effects of thermal and acoustic environments on overall comfort in urban parks of cold regions in China"
295,EXCLUDE,E4,"소음 성가심과 주거지 녹지만",10.1016/j.cacint.2025.100204,"Urban noise vs. nature’s calm: A Swiss study of noise annoyance and the role of residential green"
296,MAYBE,,"활동별 이상적 사운드스케이프 탐색 · 행태 연계 가능",10.5614/j.eng.technol.sci.2022.54.1.7,"The Implementation of Soundscape Composition to Identify the Ideal Soundscape for Various Activities"
297,MAYBE,,"옥외활동공간 사운드스케이프 평가 비교 · 활동 포함 가능",10.3389/fpsyg.2021.707477,"Soundscape Evaluation Comparison of Outdoor Activity Space Between Gated and Open Communities"
298,EXCLUDE,E4,"교통소음 성가심·습관화 질적 분석",10.1007/s13762-017-1623-5,"Qualitative aspects of traffic noise in Tabriz city, Iran: effects, habituation, and possible improvements"
299,MAYBE,,"도시녹지→사회적 상호작용 · 음환경 불명",10.3390/su17104467,"Impact of Urban Green Spaces on Social Interaction and Sustainability: A Case Study in Jubail, Saudi Arabia"
300,EXCLUDE,E4,"고밀 주거 옥외 사운드스케이프 평가·요인",10.3390/app14166946,"Identification, Evaluation, and Influencing Factors of Soundscapes in Public Open Spaces in High-Density Residential Areas"
301,EXCLUDE,E4,"사하라 도시 공공공간 사운드스케이프 평가만",10.5755/j01.erem.78.4.31244,"Evaluation of Soundscape Variations through the Open Public Spaces in Saharan Cities: A Case of Biskra, Algeria"
302,EXCLUDE,E4,"거리뷰 기반 사운드스케이프 정량화",10.1121/10.0029026,"Integrating street-view images to quantify the urban soundscape: Case study of Fuzhou City's main urban area"
303,EXCLUDE,E4,"거리뷰·기계학습 소음 모델링 · 행태 없음",10.1016/j.compenvurbsys.2025.102327,"Modeling spatial and temporal urban environmental noise using street view imagery and machine learning"
304,EXCLUDE,E2,"재택근무 실내 사운드스케이프",10.3390/buildings15152642,"Indoor Soundscape Perception and Soundscape Appropriateness Assessment While Working at Home: A Comparative Study with Relaxing Activities"
305,MAYBE,,"가로 공공공간 사회적 상호작용 · 음환경 불명",10.35631/jthem.519007,"URBAN PUBLIC SPACE AS SOCIAL INTERACTION SPACE: CASE STUDY IN PETALING STREET"
306,EXCLUDE,E4,"사찰 사운드스케이프 평가 비교만",10.3390/f14010079,"Comparison of Soundscape Evaluation in Forest-Type and Urban-Type Han Chinese Buddhist Temples"
307,MAYBE,,"이동제한→오염(소음 가능) 변화 · 역방향 가능",10.1007/s11356-023-30631-4,"Drastic mobility restrictions during SARS-CoV-2 pandemic: an opportunity to learn about constraints on the way to a pollution-free city"
308,EXCLUDE,E4,"공공공간 사운드설치 작곡 평가만",10.1121/10.0028184,"Using soundscape simulation to evaluate compositions for a public space sound installation"
309,MAYBE,,"노인 보행행태·건조환경 · 소음 포함 가능",10.3390/infrastructures10060137,"Older Adults’ Walking Behavior and the Associated Built Environment in Medium-Income Central Neighborhoods of Santiago, Chile"
310,EXCLUDE,E4,"교통제한구역 소음저감 지각만",10.2478/noise-2014-0006,"On the perception of Limited Traffic Zones as urban noise mitigation action"
311,EXCLUDE,E3,"캠퍼스 경로·도착시간 예측 · 음환경 없음",10.1016/j.engappai.2024.109074,"Multimodal urban mobility solutions for a smart campus using artificial neural networks for route determination and an algorithm for arrival time prediction"
312,EXCLUDE,E4,"시청각 실험 정서적 질 평가만",10.1371/journal.pone.0306261,"Evaluating the perceived affective qualities of urban soundscapes through audiovisual experiments"
313,MAYBE,,"물리적 무질서 지각·보행량 · 소음 포함 가능",10.1016/j.compenvurbsys.2025.102348,"The association of subjective physical disorder and pedestrian volume: A big urban data and machine-learning approach"
314,EXCLUDE,E4,"음환경과 정신적 웰빙만",10.1016/j.apacoust.2025.111092,"Exploring the relationship between urban acoustic environments and mental well-being"
315,EXCLUDE,E4,"시각요인→보행공간 사운드스케이프만",10.1016/j.trd.2024.104583,"Impact of visual factors on soundscapes in pedestrian spaces along trunk roads"
316,EXCLUDE,E5,"사운드스케이프 성찰 에세이 · 비실증",10.1080/23748834.2019.1676628,"Healing the urban soundscape: reflections and reverberations"
317,EXCLUDE,E4,"시각·열·음환경→노인 심리회복만",10.3390/buildings14092685,"The Impact of Visual, Thermal, and Acoustic Environments in Urban Public Spaces in Cold Regions on the Psychological Restoration of the Elderly"
318,MAYBE,,"공원 녹지노출 행태 영향요인 · 음환경 불명",10.3390/f16020341,"Availability, Accessibility, or Visibility? A Study of the Influencing Factors of Greenspace Exposure Behavior in Fuzhou Urban Parks"
319,MAYBE,,"홍콩 오픈스페이스 사운드스케이프 · 결과변수 불명",10.1080/10225706.2010.9684151,"SOUNDSCAPE OF URBAN OPEN SPACES IN HONG KONG"
320,MAYBE,,"젠더별 보행행태·환경지각 · 음환경 포함 가능",10.21837/pm.v21i30.1406,"EXPLORING GENDERED WALKING BEHAVIOR AND ENVIRONMENT PERCEPTION IN HERITAGE CITY: THE CASE OF GULANGYU, CHINA"
321,EXCLUDE,E4,"음원 분류 기법 개발 · 행태 없음",10.1121/10.0026479,"Sound source classification for soundscape analysis using fast third-octave bands data from an urban acoustic sensor network"
