week,dLeq_diff,dLeq_diff_se,mob_diff,mob_diff_se
2022-02-07,0.03701208252146443,0.2554099781239215,-0.15018111617901564,0.008848349462617866
2022-02-14,-0.002180081306053294,0.24788820357482913,-0.15700581519738477,0.009125194349773826
2022-02-21,0.10028341415497344,0.25641979699496653,-0.1474996630184886,0.009298887452244149
2022-02-28,0.11445469084254985,0.2498498395826737,-0.17434980184927573,0.01131949770013408
2022-03-07,0.0903314840768743,0.23390581577387418,-0.18519452492352972,0.012596662122798525
2022-03-14,-0.02022909219408732,0.20728918842886077,-0.14497414232849526,0.010526340040257825
2022-03-21,0.06329445253641919,0.2096236501453452,-0.1275605373282711,0.009785559486368365
2022-03-28,-0.001667577897197181,0.2087825095538973,-0.10869711350997846,0.00877739052106136
2022-04-04,0.0775117161149026,0.21655190855590217,-0.08694112304267743,0.008419447057655629
2022-04-11,0.0933826237934316,0.20773990724117186,-0.08238499600465699,0.00812023254550719
2022-04-18,0.044675858340917474,0.2243361373001213,-0.07386821959928114,0.008156344629897195
2022-04-25,0.07489317427828723,0.22417823774596676,-0.08353184774831834,0.008138240583818925
2022-05-02,-0.002618099165545007,0.20951643201683678,-0.07855094004300855,0.008431543546762909
2022-05-09,0.004571113550752348,0.19900071969472888,-0.03729960167854052,0.008085298914871841
2022-05-16,0.06621656210216476,0.21941963353984975,0.007033722593726033,0.012256347824506757
2022-05-23,0.08877165697331624,0.1939555265782933,-0.055098224864554624,0.008974875492701461
2022-05-30,0.039133996034980356,0.19581334708323098,-0.06855272093155851,0.007473506705864797
2022-06-06,-0.006846137062218038,0.20359753600264235,-0.07533344778190676,0.007178145774047603
2022-06-13,-0.06317324820210404,0.2118605235924521,-0.04201314518238153,0.00744233915737441
2022-06-20,-0.10071313481572328,0.16426240570115433,-0.048055862252333825,0.007386272429620986
2022-06-27,-0.0466890086911792,0.1686304161130053,-0.05519923945337757,0.007749354789258527
2022-07-04,0.05639525942487067,0.16161523934280725,-0.047487862234914524,0.007797244352376467
2022-07-11,-0.07970263281969836,0.19562373583374904,-0.05139527501061292,0.00782341926991938
2022-07-18,-0.2480168507939815,0.36884327058160965,-0.055106167724790156,0.007868152935161387
2022-07-25,-0.14970678788531755,0.48878035156244504,-0.0523459242419031,0.007977857797286396
2022-08-01,-0.22237275316511962,0.4625475546371114,-0.019152079327612426,0.010982678731073314
2022-08-08,-0.49568032439536136,0.33521989172740324,-0.07656830134684733,0.008530993019970049
2022-08-15,-0.35868979912786614,0.28147986448782797,-0.07241370710947737,0.007314340854387364
2022-08-22,-0.26481417804340823,0.1816965462940494,-0.041171802640946,0.006670575365787316
2022-08-29,-0.31514381239175204,0.14926574043796886,-0.031176421297895662,0.0052573670375664384
2022-09-05,-0.5041700236691647,0.1529245553191752,-0.09854764650229242,0.008573678866913471
2022-09-12,-0.19995552149773133,0.15398690741368126,-0.04826619517293729,0.005660300808652469
2022-09-19,-0.153517964948104,0.16270039237156456,0.0008805505416831227,0.005404756708000789
2022-09-26,-0.052249757047693524,0.16054542578451675,0.004231522786658282,0.005595766998233454
2022-10-03,-0.06722777753680612,0.14513481833158826,-0.031184848277788557,0.005189774052748947
2022-10-10,0.1425594483381809,0.1463168448869173,-0.02860788510570178,0.005147152431612148
2022-10-17,0.1272891443210935,0.15119657580752008,-0.009690571916043278,0.005360437355292638
2022-10-24,0.16910639670100835,0.15055749921599987,0.0037164780644554085,0.00548810039091601
2022-10-31,0.12485468160435576,0.14993593279526912,-0.00023391966007824117,0.004884415366463104
2022-11-07,0.14169001384074154,0.13765484278783072,-0.0002758488256631164,0.004891346243818435
2022-11-14,0.20274344046208037,0.14488086181128473,-0.0011791696235916582,0.00496531438111463
2022-11-21,0.11444621767257723,0.15291951393192427,-0.003249289767236485,0.0049173697822738555
2022-11-28,-0.1052449345376445,0.13994951565336,0.046193869335945825,0.009078277438256907
2022-12-05,-0.09668146975521441,0.14766638077887642,-0.0022807426047655177,0.00499367369440109
2022-12-12,0.16296934310386035,0.26093873342638596,0.04539399413211742,0.008968415539466396
2022-12-19,-0.061390695481134405,0.1506834468350844,-0.019888376490460047,0.004968783700205207
2022-12-26,-0.0032290505860012447,0.14030912383388638,-0.044477027494224886,0.005653879451680797
2023-01-02,-0.011747385803562854,0.13803935079906735,-0.028129661485358004,0.005959595401084697
2023-01-09,-0.05634884552284878,0.12799421821077595,-0.019039138065406913,0.00606279642307736
2023-01-16,-0.21380576872575002,0.16497265809716827,-0.06380313335490961,0.007786895576720653
2023-01-23,-0.24229689716212396,0.16879121628574437,-0.11149486673858,0.012336381815855514
2023-01-30,-0.03094352043455495,0.15257847512143355,-0.025422291859597768,0.006075935256147
2023-02-06,0.004698947524798824,0.14260141571153787,-0.011062263325215538,0.005577994809309494
2023-02-13,-0.04360515012935218,0.1497461763390883,-0.005593488203961883,0.005708603914699514
2023-02-20,0.033984641770334445,0.15247541090623506,-0.03795656370607625,0.007104840373308038
2023-02-27,-0.0066773286454220315,0.18768482682185794,0.06250791633774166,0.009365088712654266
2023-03-06,0.13081633521832958,0.1413338053882445,0.09159744963011107,0.010450585076220091
2023-03-13,0.16779586555869513,0.18256630860140696,0.08732321764586448,0.009794833798921241
2023-03-20,0.08718610397585258,0.1921837267490508,0.04359644019893072,0.006310824777823709
2023-03-27,-0.04188964092935121,0.16642964291251477,0.036966658378830175,0.005558691333900692
2023-04-03,0.026005907989483212,0.15740166236868913,0.036491188852920686,0.005464621745391124
2023-04-10,0.11846792232413106,0.15301599773444308,0.0331578467175736,0.005401403047174823
2023-04-17,0.05382806968771514,0.14994621317792364,0.02831232072707135,0.005456236089889241
2023-04-24,0.1350189516575082,0.1469757721409805,0.03584889691571258,0.004411676154774796
2023-05-01,0.008373116142934678,0.14059952300196235,-0.024365668189628042,0.0068325897851467515
2023-05-08,0.20207628609068773,0.15839457345008678,0.05176308025353049,0.0056219820750268495
2023-05-15,0.19746843786314205,0.1492011879377094,0.04462794798630998,0.00552030545818362
2023-05-22,0.08494028182621254,0.13576997008855232,0.04525624109360327,0.0062014249640770834
2023-05-29,0.11336960182402334,0.16340154529201067,0.017554143003188694,0.005516008965661176
2023-06-05,0.18456016210771053,0.1407002561584939,0.005018836541171412,0.006074051802467985
2023-06-12,0.24683630903100995,0.15471467498194885,0.04213792512241743,0.005813517087045967
2023-06-19,0.10166169447756757,0.15771495043031403,0.027042155484749197,0.005363436994132276
2023-06-26,0.03667668562012519,0.15062283870091134,0.014981819033921595,0.0054744126274200635
2023-07-03,0.030017453668822247,0.15912123952487622,0.01869658687810949,0.005440345969856022
2023-07-10,-0.20265407950706416,0.19194837171359733,0.007963165566482577,0.005720856011892268
2023-07-17,-0.299283932405912,0.38412154308992846,0.009775260290136423,0.0058450552344822
2023-07-24,-0.2895775442379027,0.5219594200658758,0.015276401461632116,0.006312862627284905
2023-07-31,-0.18162036547393967,0.5254853817151007,0.00428492825226956,0.006335763484123016
2023-08-07,-0.1724063358986787,0.3409688883851587,-0.0038171839993470513,0.006052197637973035
2023-08-14,-0.09913863635536257,0.334234802445732,-0.02098259169299499,0.006574988064317589
2023-08-21,-0.1835077566278811,0.18467906290608654,0.013553334990112686,0.005917914057544425
2023-08-28,0.014324126715767882,0.15339038811195674,0.025620018028256974,0.0055888442102330705
2023-09-04,0.07982640060385054,0.15280224341020254,0.049711514564757975,0.005596056772254942
2023-09-11,0.07004313101065171,0.14407634869506392,0.05052974670155563,0.005733105892020971
2023-09-18,0.20096048771021183,0.14956651805699667,0.05092872250826641,0.006329003691751297
2023-09-25,0.16814805298780522,0.16106615532405005,-0.06387221850670532,0.01040117644570889
2023-10-02,0.3174259860519224,0.1684212845082854,-0.013632161768154516,0.00824235613866103
2023-10-09,0.4274420172227964,0.18693505447861242,0.026866541412460365,0.006066115804146917
2023-10-16,0.24961130847102153,0.16104692962646147,0.05782694870554039,0.0064830165721517
2023-10-23,0.25948278270018377,0.16996094926612074,0.050186598681977945,0.006366861650433938
2023-10-30,0.11296043385893362,0.16841019917192804,0.053532145971051825,0.006313797239394978
2023-11-06,0.13423089108376834,0.15644504631516462,0.05274159202645712,0.0062844373945165136
2023-11-13,0.19979973402536888,0.15611552294011538,0.04929023854297976,0.006391132776047305
2023-11-20,0.23157145517332567,0.1712697371761812,0.053490729623680844,0.006740190510849392
2023-11-27,0.08960745596310438,0.1900014794586592,0.050351313138588094,0.0066842028606582575
2023-12-04,0.23595445340191967,0.1773383607768665,0.053567887569087924,0.00661333762580227
2023-12-11,0.1364618574100464,0.19091589737415496,0.05159561673737012,0.006913025479174431
2023-12-18,0.057000324531347096,0.18892612990406557,0.03957153463989749,0.007177563051550628
2023-12-25,-0.03167952228304416,0.22143041380740908,-0.02359856668220628,0.008783119710103983
