no,cluster,outcome_measure,comparison,statistic_type,values_verbatim,n_info,location,quote,computable
539,reverse-acoustic,Overall soundscape preference vs perceived loudness (PLS) of individual sounds,Sound source PLS,correlation,"motorcycle noise rho = -0.808**, street traffic -0.631**, bird song 0.270**",N = 400 overall; PLS subsample (perceivers only) not reported,Table 7,High loudness level of motorcycle noise sound and street traffic sound could bring significant negative effects to the overall soundscape preference,NO
560,movement,Frequency of walking in park (0-4 Likert),Large green spaces (>10 ha) vs small green spaces,means_sd,large mean 2.9 median 3.0; small mean 2.0 median 2.0; p < 0.001 (Mann-Whitney),210 questionnaires completed in large and small green spaces; response rate 53%,Table 5,Walking was more frequent in large parks than in small parks,NO
560,staying,Frequency of relaxing in park (0-4 Likert),Large vs small green spaces,means_sd,large mean 1.8 median 2; small mean 0.7 median 1; p < 0.001 (Mann-Whitney),210 questionnaires,Table 5,Walking relaxation and exercising were significantly more frequent in large parks,NO
560,space-use,Frequency of exercising in park (0-4 Likert),Large vs small green spaces,means_sd,large mean 1.3 median 1; small mean 0.5 median 0; p < 0.001 (Mann-Whitney),210 questionnaires,Table 5,positive correlations were found between park area and the average frequency of walking relaxing and exercising,NO
560,social,Frequency of talking in park (0-4 Likert),Large vs small green spaces,means_sd,large mean 2.4 median 3; small mean 2.4 median 3; p > 0.05 (Mann-Whitney),210 questionnaires,Table 5,The most frequent activities in both types of green spaces were talking and walking,NO
560,staying,Frequency of relaxation activity,Measured equivalent continuous sound level (Leq dBA) in large parks,correlation,"Spearman's rho = -0.50, p < 0.05",large-park subsample; n for this correlation not reported,Section 3.3 text,A significant relationship between sound levels and the frequency of the relaxation activity was found in large parks,NO
560,staying,Frequency of relaxing,Satisfaction with absence of noise and with air quality (large parks),correlation,noise Kendall tau-b = 0.17* and air 0.20* in large parks; both non-significant in small parks,210 questionnaires split large/small; per-group n not separately reported,Table 6,this activity was related to satisfaction with air quality and absence of noise,NO
560,movement,Frequency of walking,Satisfaction with park features in small parks,correlation,"noise Kendall tau-b = 0.33***, safety 0.35***, aesthetics 0.27**, air 0.24**, groves 0.22*, user 0.21*, cleanliness 0.18*, overall satisfaction 0.44***; large parks user 0.39*** only",210 questionnaires split large/small; per-group n not reported,Table 6,The absence of noise and social characteristics such as safety as well as overall satisfaction presented the highest correlation values with walking in small parks,NO
560,space-use,Frequency of exercising,Satisfaction with groves and with users,correlation,groves tau-b = 0.18* (large) and 0.29** (small); user -0.54*** (large); air 0.20* conservation 0.21* location 0.21* size 0.21* overall 0.21* (small),210 questionnaires; per-group n not reported,Table 6,satisfaction with groves showed a positive correlation with physical activity in both types of park,NO
560,social,Frequency of talking,Satisfaction with users,correlation,user Kendall tau-b = 0.69*** (large) and 0.30*** (small),210 questionnaires; per-group n not reported,Table 6,talking had a positive correlation with user satisfaction with both types of parks,NO
560,other,Noise annoyance by sound source (0-4 Likert),Large vs small green spaces,means_sd,road traffic 1.0 vs 1.4 p < 0.001; animals 1.4 vs 0.2 p < 0.001; children 1.2 vs 0.7 p < 0.01; screams 1.2 vs 1.1 p > 0.05; overall 1.2 vs 1.1 p > 0.05,210 questionnaires,Table 4,animals and children caused significantly more annoyance in large parks while road traffic was significantly more annoying in small parks,NO
560,other,Overall satisfaction with green space,Satisfaction with absence of noise,correlation,Kendall tau-b = 0.29*** (large) and 0.60*** (small); air 0.26** / 0.58***; cleanliness 0.23** / 0.56***,210 questionnaires; per-group n not reported,Table 2,satisfaction with the absence of noise was the most correlated feature with overall satisfaction,NO
566,space-use,Reported activity categories (counts) in pocket park,Pre-installation baseline (Q1) vs during Musikiosk intervention non-users (Q3),test_stat,"Consuming 42 vs 43; Relaxing 39 vs 28; Interacting 31 vs 35; Moving 12 vs 13; Observing 4 vs 4; Music 0 vs 14; X2 (4, N = 251) = 2.0014, p = 0.736",Q1 n = 88; Q3 n = 67; N = 251 coded activities,Table 2,a chi-squared test revealed no significant difference between the types of activities conducted before and after the installation of Musikiosk,YES
566,staying,Lingering behaviour (spontaneous free-response reports and observation),Musikiosk present vs absent,percent,12 users spontaneously reported wanting to stay longer in the park because of the presence of the system,Q2 n = 42 Musikiosk users,Results - Observed Public Space Use - Lingering Behavior,Multiple methods showed that the presence of Musikiosk increased lingering behavior in the park,NO
566,social,Interaction and sharing (free-response mentions),Musikiosk users (Q2) vs non-users (Q3),percent,9 users mentioned improved interactions with others and 9 others reported enjoying sharing space and/or music; 3 non-users mentioned bringing people together and 3 mentioned sharing,Q2 n = 42; Q3 n = 67,Results - Interaction with Others,the presence of Musikiosk encouraged interaction between people and sharing of information music and space,NO
566,other,Soundscape descriptors pleasant and vibrant (7-point scale),Musikiosk users (Q2) vs non-users (Q3); park background noise 58.5-60.5 dBA,means_sd,"pleasant M = 6.20 vs 5.72, p < 0.01; vibrant M = 5.29 vs 4.48, p < 0.01",Q2 n = 42; Q3 n = 67,Results 4.2.1 Traditional Descriptors,Users of Musikiosk found the park more pleasant and vibrant than non-users,NO
566,other,Soundscape descriptors vibrant and unpleasant (7-point scale),Musikiosk ON vs Musikiosk OFF among non-users,test_stat,"vibrant M(MSKon) = 4.92, M(MSKoff) 3.86, F = 6.46, p = 0.014; unpleasant M(MSKon) = 1.64, M(MSKoff) = 2.41, F = 4.85, p = 0.032",Q3 n = 67 split into ON/OFF; subgroup n not reported,Results 4.2.1 Traditional Descriptors,the soundscape was evaluated significantly more vibrant and less unpleasant than for Musikiosk OFF,NO
566,other,Identification of negative sound sources (counts),Pre-installation (Q1) vs during intervention non-users (Q3),percent,fewer negative mechanical sound sources 73 vs 50 and fewer prominent unpleasant sounds 19 vs 11,Q1 n = 88; Q3 n = 67,Results 4.2.1 Specific Sounds,Non-users listed fewer negative mechanical sound sources as well as fewer prominent unpleasant sounds than did pre-installation participants,NO
566,other,Perceived appropriateness of soundscape for activity and of the installation,Musikiosk users vs non-users; all conditions,percent,appropriateness for activity Mean = 5.71 of 7 across all conditions with no significant change; 40 of 41 users and 55 of 67 non-users found Musikiosk appropriate; 9 negative judgments all when Musikiosk was OFF,Q1 n = 88; Q2 n = 42 (41 answered); Q3 n = 67,Results 4.2.1 and 4.3.3,Ratings of soundscape appropriateness for participants activities did not change significantly as a result of Musikiosk,NO
617,movement,Mean walking speed (m/s) of pedestrians,Dominant soundscape component (Spearman rank correlation across route sections),correlation,"bird and nature sounds rho = -0.486*, Sig. = 0.041; human voices rho = 0.380, Sig. = 0.120; traffic noise rho = 0.122, Sig. = 0.629",27 participants; 18 route sections in 6 oasis routes,Table 5,birds and nature sounds had a moderate and significant negative correlation with the mean walking speed,YES
617,movement,Mean walking speed (m/s) by dominant sound group,Traffic noise vs human voices vs bird and nature sounds (one-way ANOVA),test_stat,"F = 7.558, Df = 485, Sig. = 0.001*; group means traffic noise 0.8119, human voices 0.8786, bird and nature sounds 0.8384",Group sizes 108 / 189 / 189 walking-speed observations from 27 participants (pseudoreplicated); df = 485,Table 6,there is a statistically significant difference between the pedestrian walking speed and the dominant sounds in the soundscape,YES
617,movement,Mean walking speed (m/s) by dominant sound - post hoc Tukey,Traffic noise and bird/nature sounds vs human voices,means_sd,"traffic noise 0.81 +/- 0.13 m/s, p = 0.001; bird and nature sounds 0.84 +/- 0.13 m/s, p = 0.024; human voices 0.88 +/- 0.176 m/s; traffic vs bird and nature p = 0.303",Groups n = 108 / 189 / 189 from 27 participants,Table 7 + Section 4.5,the mean walking speed was statistically significantly lower after the dominance of traffic noise and bird and nature sounds compared to human voices,YES
617,movement,Mean walking speed (m/s) per route section,18 sections differing in dominant soundscape,means_sd,"overall 0.85 +/- 0.069 m/s; maximum S2 1.09 (SD 0.278); minimum S14 0.78 (SD 0.094); S5 0.82 (0.159); S6 0.86 (0.160); S18 0.79 (0.100)",27 male participants (age 24.81 +/- 2.42; BMI 23.34 +/- 1.54),Table 4 + Section 4.3,The participants mean walking speed was 0.85 +/- 0.069 m/s for the eighteen studied sections in the different routes,YES
617,other,Soundscape composition of study areas (share of dominant sounds),Geophony/biophony dominance vs traffic dominance by area,percent,Branis A 45.45%; Chetma D 51.43%; Mchouneche E 70.26% and F 71.95% geophony/biophony; Branis B 50.4% and Chetma C 69.8% traffic sounds,738 measurement stations in stage one,Section 4.1,biological and geophysical sounds generally predominate over the studied areas soundscapes,NO
661,movement,Percentage of street crossings in virtual environment,Auditory condition (electric vs gasoline vs no sound),test_stat,"F(2, 18) = 0.90, p = 0.43 (non-significant); auditory condition x speed pattern interaction F(4, 36) = 2.89, p = 0.04, eta2 = 0.24",N = 10 adults aged 24-43 (m = 30.70; sd = 6.15); 90 stimuli each,Section 3.1,The auditory condition did not significantly influence the participants percentage of crossings,YES
661,movement,Percentage of street crossings,Vehicle speed pattern (constant vs slow down vs stop),test_stat,"F(2, 18) = 1580.54, p < 0.01, eta2 = 0.99; stop m = 96.67% sd = 6.61%; slow down m = 98.33% sd = 4.61%; constant m = 2.67% sd = 7.85%",N = 10,Section 3.1,main effects were found for speed pattern,YES
661,movement,Percentage of street crossings by auditory condition within each speed pattern,Electric vs gasoline vs no sound within constant / slow down / stop,percent,"constant: electric m = 2.00% sd = 4.22%, gasoline m = 0% sd = 0%, no sound m = 6.00% sd = 12.65%; slow down: 100.00% (0%) / 99.00% (3.16%) / 96.00% (6.99%); stop: 98.00% (4.22%) / 99.00% (3.16%) / 93.00% (9.49%)",N = 10; 5 repetitions x 2 scenarios per cell,Section 3.1,No significant differences existed between the percentage of crossings referring to the different auditory conditions verified for the stop and the slow down patterns,YES
661,movement,Response time to crossing decision (s),Auditory condition (gasoline LAmax 64.28-77.49 dB(A) vs electric LAmax 61.45-74.87 dB(A) vs no sound),means_sd,"gasoline m = 3.40 s, sd = 0.79 s, p = 0.05; electric m = 3.52 s, sd = 0.99 s (reference); no sound m = 3.53 s, sd = 1.10 s, p = 0.44",N = 10 (Linear Mixed Model on repeated measures),Section 3.2 + Table 3,The response time was significantly longer for the approaching gasoline vehicle than for the electric,YES
661,movement,Response time to crossing decision (s),Vehicle speed pattern,means_sd,"stop m = 3.88 s, sd = 0.86 s, p < 0.01; slow down m = 3.15 s, sd = 0.87 s, p < 0.01; constant m = 1.36 s, sd = 0.41 s",N = 10,Section 3.2,The time participants have taken to respond was significantly longer when the vehicle stopped and when it just slowed down,YES
661,movement,Time-to-passage TTP (s) at moment of crossing decision - risk-taking indicator,Auditory condition (no sound vs electric vs gasoline),means_sd,"no sound m = 3.01 s, sd = 1.34 s, p = 0.02; electric m = 2.80 s, sd = 0.83 s (reference); gasoline m = 2.61 s, sd = 0.81 s, p = 0.04",N = 10,Section 3.3,The obtained values of TTP regarding the no sound stimuli were significantly higher than those obtained with the approaching of the electric vehicle,YES
661,movement,Time-to-passage TTP (s),Vehicle speed pattern,means_sd,"slow down m = 3.00 s, sd = 0.30 s, p = 0.40; stop m = 2.62 s, sd = 1.42 s, p = 0.81; constant m = 2.59 s, sd = 0.44 s",N = 10,Section 3.3,the TTP for the slow down and stop patterns was not significantly different from that verified for the constant speed pattern,YES
661,movement,Vehicle-pedestrian distance (m) at moment of crossing decision,Auditory condition,means_sd,"no sound m = 9.45 m, sd = 4.98 m, p = 0.70; gasoline m = 9.50 m, sd = 3.54 m, p = 0.39; electric m = 9.37 m, sd = 4.12 m (reference)",N = 10,Section 3.3,the recorded distances at the moment of response did not differ in the no sound condition or in the gasoline condition,YES
661,movement,Vehicle-pedestrian distance (m) at moment of crossing decision,Vehicle speed pattern,means_sd,"stop m = 6.82 m, sd = 3.03 m, p < 0.01; slow down m = 11.76 m, sd = 3.53 m, p < 0.01; constant m = 18.94 m, sd = 2.78 m",N = 10,Section 3.3,In the stop pattern the registered distances were shorter than those of the slow down pattern,YES
661,movement,Vehicle approaching speed (km/h) at moment of crossing decision,Auditory condition,means_sd,"gasoline m = 13.72 km/h, sd = 4.92 km/h, p = 0.02; electric m = 12.85 km/h, sd = 5.51 km/h (reference); no sound m = 12.47 km/h, sd = 6.34 km/h, p = 0.13",N = 10,Section 3.3,the vehicle speed at the moment of response was significantly higher for gasoline stimuli than for electric stimuli,YES
