no,cluster,outcome_measure,comparison,statistic_type,values_verbatim,n_info,location,quote,computable
1076,staying,Mediation of soundscape effect on SRE through static behaviour (bootstrap 5000 samples),Indirect vs direct vs total effect of pleasantness and eventfulness,regression,"Pleasantness to SRE total 0.508 (SE 0.09, 95% CI 0.326-0.671), indirect via static behaviour 0.041 (SE 0.02, CI 0.005-0.099), direct 0.467 (SE 0.09, CI 0.279-0.638); Eventfulness total 0.336 (SE 0.09, CI 0.173-0.506), indirect 0.03 (SE 0.03, CI 0.000-0.104), direct 0.306 (SE 0.08, CI 0.163-0.471)",N = 419; 5000 bootstrap resamples,Table 13,static behavior is the only mediating factor accounting for 8% of the total effect,YES
1076,staying,Static behaviour predicted by pleasantness and visit intensity (conditional process model M3),Soundscape pleasantness and visit intensity (VI = time of stay x visit frequency),regression,"Pleasantness beta = 0.44, SE = 0.04, t = 10.23 ***; VI beta = 0.13, SE = 0.04, t = 2.94 **; Pleasantness x VI beta = -0.02, SE = 0.04, t = -0.45; R = 0.47, R2 = 0.22, F = 39.2",N = 419,Table 14,the variable Static behavior x VI showed a significant and negative effect on the SRE,YES
1076,other,SRE moderated by visit intensity (outcome is restorative experience not behaviour),Pleasantness x VI and Static behaviour x VI interaction terms,regression,"Pleasantness beta = 0.69, SE = 0.04, t = 19.61 ***; VI beta = 0.11, SE = 0.03, t = 3.15 **; Pleasantness x VI beta = 0.10, SE = 0.04, t = 2.62 **; Static behaviour beta = 0.13, SE = 0.04, t = 3.6 ***; Static behaviour x VI beta = -0.11, SE = 0.42, t = -2.68 **; R = 0.77, R2 = 0.6, F = 122.22",N = 419,Table 14,visit intensity moderates both the direct path of soundscape pleasantness affecting the SRE and the indirect path through static behavior,YES
1076,other,Acoustic exposure context (measured sound levels; no per-condition behaviour contrast),Measured LAeq 3-min across five case-study parks,none,"LAeq 3-min overall range 43.9-67.7 dBA; West Lake 52.4-61.9; Zuohai 49.2-59.7; Wenquan 54.6-67.7; Fuzhou National Forest 43.9-65.6; Jin an 53.7-66.7 dBA","measurement points across 5 parks, 3-min measurements in 08:00-12:00 and 14:00-18:00",Table 1 and Section 2.1,all five urban parks had rich soundscapes with LAeq 3-min ranging from 43.9 dBA to 67.7 dBA,NO
1110,movement,Cycling volume (Strava Heatmap raster value per 20 m buffer),GBDT model of visual + auditory + perceived street features vs OLS baseline,regression,"GBDT R2 = 0.623, RMSE = 16.904; OLS R2 = 0.445, RMSE = 20.462; learning rate 0.02, max depth 5","8854 sample points, 35416 valid street view images; 80 % training / 20 % test",Section 4.2,The GBDT model achieved an R2 of 0.623 and an RMSE of 16.904 whereas the OLS model had an R2 of 0.445,NO
1110,movement,Cycling volume - relative importance of acoustic vs visual features,Mean absolute SHAP value ranking (no numeric SHAP values given in text),none,"top 50 % of features listed in rank order: noise intensity, safety, visual enclosure (VE), sound quality, liveliness, natural sounds, green view index (GVI), visual bikeability (VB); numeric SHAP values only in Fig. 6","8854 sample points",Section 4.3 and Fig. 6,the top 50 % of features influencing cycling volumes include noise intensity safety visual enclosure sound quality liveliness natural sounds,NO
1110,movement,Cycling volume - nonlinear thresholds for soundscape features,SHAP partial dependence of each soundscape feature (0-1 scale predicted from imagery),none,"noise intensity negative throughout; sound quality positive stabilising near 0.75; natural sounds positive stabilising near 0.62; eventful suppressive above 0.62; traffic noise negative especially above 0.6; calm stable and negative","8854 sample points",Section 4.4.2 and Fig. 8,sound quality and natural sounds have a positive influence on cycling behavior with their effects stabilizing around values of approximately 0.75 and 0.62,NO
1110,movement,Cycling volume - acoustic x visual and acoustic x perceptual interaction thresholds,SHAP interaction values between feature pairs,none,"noise intensity above 0.7 with traffic noise above 0.6 = synergistic negative; natural sounds mitigate noise intensity in range 0.55-0.72; noise intensity above 0.68 with VE above 0.35 = negative; sound quality with VE above 0.35 = synergistic positive; noise intensity above 0.71 with high vibrancy = negative; perceived safety mitigates noise intensity 0.5-0.7; sound quality above 0.72 with safety above 165 = synergistic positive; high noise above 0.67 with enclosure above 0.38 = antagonistic","8854 sample points",Sections 4.5.2 and 5.2 (Figs. 12-14),natural sounds are shown to mitigate the adverse effects of noise intensity to some extent,NO
1110,movement,Share of explained effect attributable to main vs interaction effects,SHAP decomposition of street spatial quality effects on cycling volume,percent,"main effects 69.26 %; interaction effects 30.74 %","8854 sample points",Section 4.5.1,the main effects and interaction effects of street spatial quality accounted for 69.26 % and 30.74 % respectively,NO
1110,movement,Cycling volume differences across street/path types,"Off-road shared paths vs on-road bike lanes vs informal bike routes vs miscellaneous bike paths (ANOVA)",test_stat,"*** p < 0.001 only; no F value, df, means or SDs reported in text or figure caption","8854 sample points",Section 4.1 and Fig. 5,off-road shared paths have the highest cycling volumes followed by on-road bike lanes and informal bike paths,NO
1110,other,Validity of the acoustic exposure measure (soundscape features are predicted from imagery not measured),Deep-learning prediction of 15 soundscape labels from street view imagery,regression,"benchmarked average predictive R2 of 0.48 (Zhao et al. 2023); 8 features retained with R2 > 0.4: sound intensity, sound quality, traffic noise, natural sounds, mechanical noise, chaotic, calm, eventful","not applicable (feature-level validation)",Section 3.3.2,Their results reported an average predictive R2 of 0.48 indicating a moderate yet acceptable level of predictive accuracy,NO
1115,movement,Predicted travel mode (car / bicycle / walk) from commuting itineraries,Random forest classification using noise exposure plus built environment predictors,percent,"Greater London: 500 trees, 3 features, 92% accuracy; Brisbane: 500 trees, 4 features, 84% accuracy; trained on 70 % and tested on 30 % of data","about 300k trips in Greater London and about 300k trips in Brisbane (2011 UK Census and 2017 Australian Census commuting flows)",Section Random forest tuning training and testing,In the Greater London model 3 resulted to be the best number of features resulting in 92% accuracy,NO
1115,movement,Relative importance of noise exposure for predicting travel mode,Gini importance of noise-class exposure variables vs distance and built environment,none,"no numeric importance values reported in text (Fig. 3 only); distance most important in both cities; noise more relevant in Greater London than Brisbane; the 70db-75db class is among the 5 most important variables in the Greater London model","about 300k trips per city",Results section and Fig. 3,noise levels are more relevant to the mode of travel prediction in Greater London than in Brisbane,NO
1115,movement,Log-odds of walking / cycling / driving by share of trip exposed to each noise class,Partial dependence on proportion of trip distance in each noise class,none,"walking most likely when exposure to 55db-60db or below 55db covers less than 10 % or more than 90 % of the trip; driving and cycling more likely at 10 % to 50 % exposure; for the 70db-75db class car exceeds cycling above 50 % exposure versus 25 % for lower noise classes; no coefficients or effect sizes reported","about 300k trips per city",Results section and Fig. 4,walking is more likely to be the predicted class when commuters are exposed to that noise level for less than 10% of the trip,NO
1115,movement,Direction of the cycling-noise association,Cycling likelihood across increasing noise exposure share,none,"stated as a systematic monotone direction; no numeric estimate given: the likelihood of cycling is systematically higher for higher level of exposure","about 300k trips per city",Discussion and Conclusion,the likelihood of cycling is systematically higher with greater exposure to noise indicating that cyclists are more likely to choose routes in noisier environments,NO
1115,other,Correlation between built environment density and noise exposure (predictor-predictor; not a behaviour outcome),Building density with each noise-class exposure share,correlation,"Greater London: -0.34 with exposure to below 55db, -0.24 with 55db-60db, +0.43 with 70db-75db; Brisbane: -0.16 with below 58db, +0.4 with 68db-73db, -0.3 with above 73db","about 300k trips per city (correlation matrix in Fig. 2)",Discussion and Fig. 2,building density tends to drive the likelihood of walking up and at the same time correlates negatively with the lowest noise categories,NO
1115,other,Definition of the acoustic exposure classes (context for any contrast),Modelled annual average road traffic noise (CoRTN),none,"Greater London six ordinal classes: above 75.0dB, 70.0-74.9dB, 65.0-69.9dB, 60.0-64.9dB, 55.0-59.9dB, below 54.9dB (16-hour 0700-2300 average); Brisbane five classes: below 58dB, 58-63dB, 63-68dB, 68-73dB, above 73dB (18-hour average)","hexagonal grid of about 25 hectares covering both cities",Materials and methods - Data,Noise levels for Greater London are estimated into six ordinal classes,NO
1122,social,Willingness for social interaction (0-100 self-report) under birdsong tempo,"Slow (30 % compression) vs medium (original) vs fast (30 % extension) birdsong tempo, within social support subgroups - null result",test_stat,"Low social support (M = 57.24, SD = 25.23): F (2, 55) = 0.491, p = 0.615; Medium (M = 70.21, SD = 19.71): F = 0.780, p = 0.463; High (M = 73.98, SD = 18.57): F = 0.736, p = 0.483; between-groups MS 318.335 / 304.930 / 256.222","360 participants total (30 per scenario, 12 scenarios); 180 in birdsong conditions; subgroup n not stated, within-group df 55 / 59 / 57",Section 3.1 and Table 4,for participants with low social support (M = 57.24 SD = 25.23) the F (2 55) = 0.491 p = 0.615,YES
1122,social,Willingness for social interaction under birdsong tempo by social connection level,Slow vs medium vs fast birdsong tempo within social connection subgroups - null result,test_stat,"Low social connection: F (2, 50) = 1.280, p = 0.287 (MS 904.226); Medium: F (2, 57) = 1.112, p = 0.336 (MS 458.992); High: F (2, 64) = 0.450, p = 0.640 (MS 162.173)","180 in birdsong conditions; within-group df 50 / 57 / 64",Table 4,the ANOVA results also indicated non-significant differences with F values ranging from 0.450 to 1.280,YES
1122,social,Willingness for social interaction (0-100) under water sound tempo by social support level,Slow vs medium vs fast water sound tempo within social support subgroups,test_stat,"Low: F (2, 71) = 0.267, p = 0.766 (MS 134.613); Medium (M = 69.33, SD = 19.75): F (2, 52) = 3.316, p = 0.044 (MS 1191.731); High: F (2, 48) = 2.041, p = 0.141 (MS 879.485)","180 in water sound conditions; within-group df 71 / 52 / 48",Section 3.1 and Table 4,the ANOVA indicated a significant effect of tempo on willingness to engage in social interactions F (2 52) = 3.316 p = 0.044,YES
1122,social,Willingness for social interaction (0-100) under water sound tempo by social connection level,Slow vs medium vs fast water sound tempo within social connection subgroups,test_stat,"Low: F (2, 53) = 0.066, p = 0.936 (MS 30.993); Medium: F (2, 61) = 0.544, p = 0.583 (MS 285.699); High (M = 69.85, SD = 18.78): F (2, 57) = 3.511, p = 0.036 (MS 1140.763)","180 in water sound conditions; within-group df 53 / 61 / 57",Section 3.1 and Table 4,another significant result was observed for participants with high social connection (M = 69.85 SD = 18.78) F (2 57) = 3.511 p = 0.036,YES
1122,social,Willingness for social interaction - tempo x social condition two-way ANOVA (tempo interaction is the acoustic term),Tempo (slow/medium/fast) x social support level; and tempo x social connection level,test_stat,"Tempo x social support interaction F (4, 351) = 0.530, p = 0.714, partial eta2 = 0.006; tempo x social connection interaction F (4, 351) = 0.480, p = 0.750, partial eta2 = 0.005",N = 360,Section 3.2,There was no statistically significant interaction between tempo and personal social support condition for willingness for social interaction score,YES
1122,social,Willingness for social interaction - main effect of personal social condition [non-acoustic contrast],Low vs medium vs high social support; low vs medium vs high social connection,test_stat,"Social support main effect F (2, 351) = 9.609, p < 0.001, partial eta2 = 0.052; marginal means 59.554 +/- 1.865 (low), 68.051 +/- 1.986 (medium), 71.036 +/- 2.020 (high). Social connection main effect F (2, 351) = 6.758, p = 0.001, partial eta2 = 0.0372; marginal means 61.261 +/- 2.110, 64.887 +/- 1.947, 71.467 +/- 1.913. Welch one-way: social support F (2, 237.486) = 9.921, p = 0.000; social connection F (2, 229.435) = 7.507, p = 0.001 (Table 5 prints df1 = 55 for social connection - probable typo)","N = 360 (all participants M = 65.96, SD = 21.826)",Sections 3.2 and Table 5,significant difference in mean willingness for social interaction scores between participants in different social support groups,YES
1122,social,Percent increase in willingness for social interaction by social condition [non-acoustic contrast],High vs low and medium vs low social support / social connection (Bonferroni pairwise),percent,"Social support: high vs low +11.482 points (95 % CI 4.868 to 18.095), around 19 % increase, p < 0.001; medium vs low +8.496 (95 % CI 1.943 to 15.050), around 14 %, p = 0.006. Social connection: high vs low +10.206 (95 % CI 3.355 to 17.057), around 17 %, p < 0.001; high vs medium +6.580 (95 % CI 0.014 to 13.146), around 11 %, p = 0.049",N = 360,Section 3.2,High-level social support was associated with a mean willingness for social interaction score of 11.482 points higher than low-level social support,YES
1122,social,Correlations of willingness for social interaction with behaviour and sound environment evaluation,Pearson correlations among study variables,correlation,"willingness with social interaction index r = 0.268 (p < 0.001); with social support r = 0.220; with social connection r = 0.214; with attention to sound environment r = 0.287; with overall sound quality r = 0.318; with appropriateness of the sound environment r = 0.306 (all p < 0.001)",N = 360,Section 3.3 and Table 6,Willingness to engage in social interactions was also positively and strongly correlated with attention to the sound environment,YES
1122,social,Social Interaction Index (SII = actual interactions with NPCs per minute) correlations - null results,Pearson correlations of observed interaction frequency with sound evaluation and social condition,correlation,"SII with social support r = -0.100 (p = 0.06); with social connection r = -0.035 (p = 0.503); with overall sound quality r = 0.011 (p = 0.833); with appropriateness r = 0.22 in text and 0.022 in Table 6 (p = 0.575); with attention r = 0.008 (p = 0.884)",N = 360,Section 3.3 and Table 6,the frequency of these interactions is not significantly influenced by their social support and social connection levels or perception of the sound environment,YES
1122,reverse-acoustic,Sound environment evaluation (attention / overall sound quality / appropriateness) as outcome of personal social condition,Pearson correlations of social support and social connection with acoustic evaluations,correlation,"social support with attention r = 0.101 (p = 0.056), with overall sound quality r = 0.183 (p < 0.001), with appropriateness r = 0.132 (p < 0.05); social connection with attention r = 0.178, with overall sound quality r = 0.200, with appropriateness r = 0.150 (all p < 0.001); attention with sound quality r = 0.235; attention with appropriateness r = 0.177; sound quality with appropriateness r = 0.634",N = 360,Section 3.3 and Table 6,social connection was significantly correlated with attention to the sound environment overall sound quality and the appropriateness of the sound environment,YES
1122,social,Summary percent effect of social condition on willingness [non-acoustic contrast],Higher vs lower personal social condition,percent,"over 11 % greater willingness for social interaction (abstract and conclusion wording)",N = 360,Abstract and Section 5 Conclusion,Participants with higher levels of social condition showed over 11 % greater willingness for social interaction,NO
1122,other,Acoustic manipulation and exposure context (no absolute level control),Tempo manipulation of mixed birdsong and fountain water sound in a virtual Unity3D park,none,"tempo adjusted by 30 %: slow = 30 % compression, medium = original, fast = 30 % extension; all stimuli normalised to the same RMS; calibration white noise at -19.8 dBFS total RMS; playback intensity in decibels could not be controlled or measured; crowd density 96 (low) vs 192 (high) non-player characters","360 participants, 12 scenarios of 30, minimum 5 min exploration",Sections 2.1 2.2 and 2.3,All sounds used in the experiment were normalized to the same RMS level to ensure consistency across conditions,NO
