no,cluster,outcome_measure,comparison,statistic_type,values_verbatim,n_info,location,quote,computable
665,space-use,"maximum lateral approach of crowd path toward sensory source (m)","music with odour vs no-odour condition; fan sound with odour vs no-odour condition",means_sd,"music: maximum approach about 0.64 m; fan sound: maximum approach about 0.93 m (both vs the no-odour condition)",n=235 path samples,"Section 3.1 / Fig. 7c","the maximum approach was about 0.64 m compared with the no-odour condition",NO
665,movement,"correlation between mean path ordinate y and individual average speed","without odour + music condition",correlation,"correlation coefficient = -.455**, Sig = .006","n=38 (without odour, music condition)","Table 5","only the path under the condition of without odour and with music had a significant correlation with speed",YES
665,movement,"correlation between mean path ordinate y and individual average speed","five remaining sound x odour conditions (all non-significant)",correlation,"without odour: no played sound .228 (Sig .202), fan sound .276 (.109); with odour: no played sound .188 (.271), music -.183 (.258), fan sound -.127 (.467)","n=38, 39, 40, 42, 38 respectively","Table 5","there was no significant correlation between path and speed without played sound or with fan sound",YES
665,other,"sound pressure level of the three sound conditions (exposure characterisation)","no played sound vs music vs fan sound",none,"average SPL 54.2 dB (no sound), 65.2 dB (music), 54.9 dB (fan sound); grid containing loudspeaker 72.5 dB; music 100.99 bpm; crowd density < 0.05/m2","608 samples total collected for behavioural analysis","Sections 2.3, 3.1","The average SPLs without played sound, with played music, and with played fan sound were 54.2, 65.2, and 54.9 dB",NO
666,reverse-acoustic,"soundscape emotion (tranquil/peaceful; dynamic/lively; confusing/unpleasant) and cognition (perceived loudness; perceived crowd density; comfort)","number of park users alone (social interaction) as predictor",correlation,"Alone: tranquil/peaceful -0.39**, dynamic/lively 0.48**, confusing/unpleasant 0.28*, perceived loudness 0.44**, perceived crowd density 0.46**, comfort -0.26*","30 raters (17 male, 13 female, mean age 25.2, SD 2.11); 60 audio-visual stimuli = 12 sites x 5 time points","Table 7","there was no clear relationship with comfort except for the number of people visiting the park alone",YES
666,reverse-acoustic,"soundscape emotion and cognition scores","number of park users in groups (social interaction) as predictor",correlation,"Group: tranquil/peaceful -0.44**, dynamic/lively 0.45**, confusing/unpleasant 0.28*, perceived loudness 0.46**, perceived crowd density 0.62**, comfort -0.13","30 raters; 60 stimuli (12 sites x 5 times)","Table 7","the higher the number of people using the park, regardless of social interaction or stay conditions, the higher the eventfulness",YES
666,reverse-acoustic,"soundscape emotion and cognition scores","number of passers (passing through) vs stoppers (staying) as predictors",correlation,"Passer: -0.39**, 0.35**, 0.28*, 0.45**, 0.55**, -0.23; Stopper: -0.48**, 0.53**, 0.29*, 0.48**, 0.64**, -0.13 (tranquil, dynamic, confusing, loudness, crowd density, comfort)","30 raters; 60 stimuli (12 sites x 5 times)","Table 7","the relationship between dynamic/lively and the number of people staying in the park was stronger than the relationship with the number of passers",YES
666,reverse-acoustic,"soundscape emotion and cognition scores","activity type counts (stopping, loitering, walking, jogging/running, cycling) as predictors",correlation,"Stopping: -0.48**, 0.54**, 0.33**, 0.55**, 0.71**, -0.12; Loitering: -0.26*, 0.39**, 0.22, 0.41**, 0.29*, -0.16; Walking: -0.43**, 0.43**, 0.25, 0.42**, 0.56**, -0.17; Jogging/running: 0.03, 0.17, 0.18, 0.17**, -0.09, -0.14; Cycling: -0.21, 0.25, -0.03, 0.19, 0.19, -0.23","30 raters; 60 stimuli (12 sites x 5 times)","Table 7","the more activities (stopping, loitering, and walking) there were with a smaller radius of movement ... the more spaces were experienced as eventful",YES
666,reverse-acoustic,"temporal change (delta) in soundscape emotion vs delta in behaviour counts","change over time in number of stoppers / passers / walkers / cyclists",correlation,"Stopper delta: tranquil -0.53**, dynamic 0.46**, confusing -0.44**; Passer delta: dynamic -0.35*; Walking delta: tranquil -0.37*; Cycling delta: dynamic 0.36*, confusing -0.41**, comfort -0.34*","30 raters; 60 stimuli (12 sites x 5 times)","Table 7 (values in parentheses)","as the number of stoppers increased over time, calmness tended to decrease, vibrancy increased, and discomfort tended to decrease",YES
666,other,"soundscape emotion and cognition scores","perceived human sound (sounds made by other people) and perceived visual presence of people as predictors",correlation,"Human sound: tranquil -0.69**, dynamic 0.68**, confusing 0.30*, loudness 0.67**, crowd density 0.79**, comfort -0.28*; Visual people: -0.50**, 0.72**, 0.10, 0.48**, 0.79**, -0.23; Birdsong: 0.56**, -0.02, -0.71**, -0.65**, -0.25, 0.56**","30 raters; 60 stimuli (12 sites x 5 times)","Table 6","human sound had a strong positive relationship of 0.68 with the dynamic/liveliness of the park",YES
666,other,"soundscape emotions and cognition predicted by audio-visual indicators (multiple linear regression)","standardised regression coefficients of sound/visual indicators",regression,"tranquil/peaceful: human sound -0.50**, birdsong 0.47**, vehicle sound -0.27*; dynamic/lively: human sound 0.42, birdsong 0.47; confusing/unpleasant: birdsong -0.79**, water -0.40**; perceived loudness: human sound beta=0.54**; comfort: visual people -0.65; emotions to cognition: tranquil to loudness -0.33**, to crowd density -0.51**, to comfort 0.34**; dynamic to loudness 0.60, to crowd density 0.41; confusing to loudness 0.50**, to comfort -0.32*","30 raters; 60 stimuli; models R2 >= 0.5","Fig. 7 / Section 4.2","only human sound (beta = 0.54, p < 0.01) had a significant contribution to perceived loudness",NO
666,other,"observed behaviour counts (alone/group, passer/stopper, activity type) across three parks differing in LAeq","park type and time as factors (two-way ANOVA)",test_stat,"Passer: Park F=2953.73, p<0.01, ES=0.77; Time F=7.74, p<0.01; Stopper: Park F=1811.14, p<0.01, ES=0.67; Walking: Park F=3890.77, p<0.01, ES=0.81; Alone: Park F=477.62; Group: Park F=2352.57; Jogging/running: Park F=209.09; Cycling: Park F=74.58 (all df=2 for Park, df=4 for Time)","60 observation stimuli; parks LAeq 42.5-72.1 dB (Table 1)","Table 5","the difference in human behavioral characteristics according to the type of park was statistically significant (p < 0.01)",NO
694,reverse-acoustic,"soundscape attribute Vibrant (0-10)","behaviour change: avoids public transport since COVID-19 outbreak (yes/no)",correlation,"rs(107) = -0.277, p = 0.018",n=109 valid on-site questionnaires (87 cyclists / 22 walkers; age M=47.0 SD=14.8),"Section 3.1","people avoiding public transport since the COVID-19 outbreak tended to score soundscapes as less vibrant",YES
694,reverse-acoustic,"perceived dominance of noticed sound sources (1-5): Traffic at local roads; Natural sounds","general level of concern about COVID-19 (1-5)",correlation,"Traffic at local roads: rs(107) = 0.192, p = 0.045; Natural sounds: rs(107) = 0.300, p = 0.002",n=109,"Section 3.1","with increasing concern about COVID-19, people tended to report noise from traffic at local roads and natural sounds as being more prominent",YES
694,other,"importance of environmental issues (air quality and environmental noise) since the pandemic (1-5)","noise sensitivity score (low <3.5 vs high >=3.5)",correlation,"rs(107) = 0.307, p = 0.001",n=109 (all-sample mean noise sensitivity 3.4),"Section 3.2","the highly noise-sensitive group tended to consider environmental issues as more important since the pandemic",YES
694,other,"Attitude Towards COVID-19 cluster membership (more vs less concerned)","noise sensitivity group (low vs high)",test_stat,"chi2(1) = 3.845, p = 0.050",n=109,"Section 3.2","There was a statistically significant association between the two variables",YES
694,other,"odds of being concerned about COVID-19 (score 3-5); odds of rating environmental issues more important","logistic regression on behaviour (avoids public transport; cycles more) and on noise sensitivity",regression,"avoid public transport: OR = 7.8, 95% CI = 2.9-20.7, chi2 = 19.5, p < 0.001; uses bicycle more: OR = 3.3, 95% CI = 1.2-9.0, chi2 = 5.8, p = 0.0158; environmental issues more important: OR = 3.3, 95% CI = 1.2-9.0, chi2 = 5.8, p = 0.0158; High Noise Sensitivity: OR = 3.0, 95% CI = 1.2-7.3, chi2 = 6.14, p = 0.013",n=109,"Sections 3.1, 3.2","participants who tend to avoid public transport are, as expected, much more concerned about COVID-19",YES
694,other,"overall experience of the path (0-10) and perceived loudness of the Ring road (0-10)","More concerned vs Less concerned about COVID-19 groups",means_sd,"general experience M = 8.00 (More concerned) vs M = 8.04 (Less concerned); perceived loudness M = 7.73 vs M = 7.64; site exposure LA,50 = 62 to 65 dBA; pre/post-pandemic difference only 0.1 dB (LAeq,1 month)",n=109,"Section 3 / Fig. 4","the noise coming from the Ring road is perceived as loud (M = 7.73 and M = 7.64, accordingly)",NO
724,movement,"bearers' collective maneuvers of the Gigli (aizata, marcia, mezzo passo, girata, posata) paced by music rhythm",no statistical comparison reported; music tempo described as guiding movement,none,"marcia and mezzo passo: 6/8 time, constant execution speed of 120 bpm; girata: 6/8 time, 120 bpm; aizata: 2/4 time, increasing speed; sampled recordings show approximately 108 bpm (Andante)","120 participants briefly interviewed (2011); paranza of about 120 bearers per Giglio; route about 1600 m, about 5 h per Giglio","Table 1, Figs. 3-6, Section 4","The music associated with these movements is in 6/8 time and has a constant execution speed",NO
724,other,"A-weighted sound pressure levels recorded during the folk ceremony (behaviour-generated soundscape)","near the Macchine (musicians) vs along pathways and streets not affected by the parade",none,"LAeq 81 to 108 dB(A); LA90 73 to 99 dB(A) (minimum about 75 dB(A)); LA10 84 to 111 dB(A) (maximum about 112 dB(A)); LAeq 105 to 107 dB(A) close to the Macchine and 82 to 98 dB(A) in all other situations","binaural recordings during the 2011 parade; no n of measurement points reported","Fig. 7 / Section 5.2","The A-weighted equivalent level (LAeq) ranges from 81 to 108 dB(A)",NO
724,social,"self-reported motivation and satisfaction of bearers vs non-bearers","interview content analysis; no numeric comparison reported",none,"no numerical statistics reported: bearers participate more for passion and less for curiosity, non-bearers mostly out of curiosity; both groups reported being satisfied","120 participants interviewed on the day of the ceremony","Section 5.3","both bearers and participants had a positive perception of the festival in 2011, saying that they were satisfied with it",NO
732,reverse-acoustic,"soundscape pleasantness latent factor PL (pleasant, appropriate, calm, restorative, chaotic-, loud-)","social interaction: using the space alone vs in a group",regression,"PL ~ Social Interaction: Estimate 0.146, SE 0.069, p = 0.035, standardized estimate 0.068 (text reports B = 0.146, SE = 0.069, beta = 0.078)","N = 1296 in final SEM (total N = 1429 collected; 1377 after outlier removal; 52.2% women, mean age 34.7, SD 14.0)","Table 4 / Section 3.3","people in groups rated soundscapes significantly higher on the pleasantness dimension",YES
732,reverse-acoustic,"soundscape eventfulness latent factor EV; monotonous item","social interaction: alone vs in a group",regression,"EV ~ Social Interaction: Estimate -0.077, SE 0.006, p < 0.001, standardized -0.036; Monotonous ~ Social Interaction: Estimate -0.011, SE 0.030, p = 0.710, standardized -0.006",N = 1296 in final SEM,"Table 4","an increase in social interaction was associated with an increase in PL and a decrease in EV",YES
732,other,"soundscape PL, EV and monotonous","noise sensitivity as predictor",regression,"PL ~ Noise Sensitivity: -0.117, SE 0.042, p = 0.005, standardized -0.114; EV ~ Noise Sensitivity: 0.012, SE 0.016, p = 0.452, standardized 0.012; Monotonous ~ Noise Sensitivity: -0.101, SE 0.028, p < 0.001, standardized -0.104",N = 1296 in final SEM,"Table 4","more sensitive people tended to perceive the soundscape as less pleasant and less monotonous",YES
732,social,"social interaction (using public space alone vs in a group) as outcome","age, gender (0 = women, 1 = men) and extraversion as predictors",regression,"Social Interaction ~ Age: -0.008, SE 0.001, p < 0.001, standardized -0.241; ~ Gender: -0.036, SE 0.010, p < 0.001, standardized -0.038; ~ Extraversion: 0.019, SE 0.004, p < 0.001, standardized 0.041",N = 1296 in final SEM,"Table 4","women and younger people are significantly more likely than men and older people to visit a public space in groups",YES
732,other,"noise sensitivity as outcome","age, gender and extraversion as predictors",regression,"Noise Sensitivity ~ Age: 0.016, SE 0.001, p < 0.001, standardized 0.227; ~ Gender: -0.217, SE 0.068, p = 0.001, standardized -0.110; ~ Extraversion: -0.040, SE 0.031, p = 0.198, standardized -0.041",N = 1296 in final SEM,"Table 4","women are significantly more likely than men to be more sensitive to noise",YES
732,reverse-acoustic,"indirect (mediated) effects on soundscape PL, EV and monotonous","age, gender, extraversion mediated through social interaction or noise sensitivity (Sobel tests)",regression,"Age-SocialInteraction-PL: b1*b2 = -0.001, z = -2.046, SE 0.001, p = 0.041; Age-SI-EV: 0.001, z = 6.789, p = 0.000; Age-NoiseSens-PL: -0.002, z = -2.744, p = 0.006; Age-NoiseSens-Monotonous: -0.002, z = -3.519, p = 0.000; Gender-SI-EV: 0.003, z = 3.466, p = 0.001; Gender-NoiseSens-PL: 0.025, z = 2.099, p = 0.036; Gender-NoiseSens-Monotonous: 0.022, z = 2.390, p = 0.017; Extraversion-SI-EV: -0.001, z = -4.455, p = 0.000; Extraversion-SI-PL: 0.003, z = 1.933, p = 0.053","N = 1296 in final SEM","Table 5","We found a significant indirect effect of age on PL and EV through social interaction",YES
732,other,"model fit of SEM linking contextual factors to soundscape evaluation","final SEM model fit indices",test_stat,"chi2-SB = 397.88, df = 59, p < 0.001; robust CFI = 0.948; robust RMSEA = 0.046, 90% CI [0.042, 0.050]; SRMR = 0.033",N = 1296,"Table 4","The final model had a good fit",NO
746,movement,"self-reported hindrance of walking: traffic noise and motorized traffic as stressors (walking interviews)","men vs women; all six pericentral neighbourhoods",percent,"around half of the participants in all six neighbourhoods reported traffic noise and high levels of motorized traffic as main stressors; traffic noise negative impact: men = 35%, women = 47%","120 participants (20 per neighbourhood, half women; young 18-29, middle 30-59, older 60+)","Section 4.2 / Conclusions","women reported the negative impact of traffic noise more often than men (men = 35%, women = 47%)",YES
746,movement,"self-reported emotions elicited while walking (mention counts across walking interviews)","background emotions (wellbeing, stress, security, insecurity) and primary emotions",percent,"security = 30 mentions, insecurity = 129 mentions, wellbeing = 725 mentions, stress = 1355 mentions; happiness 12, sadness 12, fear 46, anger 8, disgust 11; total 294 codes and 2015 quotes assigned","120 participants; 600 m predetermined route per interview","Sections 4.3, 4.5","in total, security = 30 mentions, insecurity = 129 mentions, wellbeing = 725 mentions, stress = 1355 mentions",NO
746,movement,"acoustic elements reported to ease or hinder walking (bird sounds, silence, construction noise)","elements eliciting wellbeing vs elements identified as stressors",percent,"bird sounds and silence listed among wellbeing elicitors (no percentage reported); construction noise listed among stressors (no percentage reported); for comparison, trees 60%, wide sidewalks 40%, garbage on sidewalks almost 60%","120 participants","Sections 4.1, 4.2","street lighting, crossings with pedestrian ramps, bicycle lanes, schools, playgrounds, bird sounds, silence, benches, low traffic and slow traffic",NO
