no,cluster,outcome_measure,comparison,statistic_type,values_verbatim,n_info,location,quote,computable
1178,movement,"Crowd walking speed post-hoc (Scheffe)","pairwise sound conditions",test_stat,"music vs no played sound p = 0.244; no played sound vs fan sound p = 0.157; music vs fan sound p < 0.01","335 paths","Sec 3.2","a significant difference between the conditions of music and fan sound was found (p < 0.01)",NO
1178,staying,"Crowd duration time (seconds of stillness at a position)","sound condition main effect (no played sound vs music vs fan sound)",test_stat,"F = 3.601, df = 2, p = .031 (Type III SS 5244.989; MS 2622.495)","115 samples (20/21/18 without odour; 19/20/17 with odour)","Table 4","the influence of the sound factor on the average duration was significant (p = 0.031 < 0.05)",YES
1178,staying,"Crowd duration time","sewage odour main effect and sound x odour interaction",test_stat,"Odour F = .489, df = 1, p = .486; Sound x Odour F = .025, df = 2, p = .975","115 samples","Table 4","the effects of the odour factor and interaction of the sound and odour factors were nonsignificant",YES
1178,staying,"Crowd duration time, estimated marginal means","music vs no sound vs fan sound, crossed with odour",means_sd,"total estimated marginal mean 61 seconds; sewage odour reduced duration by approximately 3.5 seconds; maximum difference approximately 20 seconds","115 samples; no SD reported","Sec 3.3 / Fig. 6","The estimated marginal mean of the total average crowd duration time was 61 seconds",NO
1178,staying,"Crowd duration time post-hoc (Scheffe)","pairwise sound conditions",test_stat,"music vs no played sound p = 0.354; no played sound vs fan sound p = 0.455; music vs fan sound p = 0.031","115 samples","Sec 3.3","there was a significant difference between the conditions of music and fan sound (p = 0.031 < 0.05)",NO
1178,movement,"Crowd path (ordinate y at path-grid intersections)","repeated-measures ANOVA: sound, odour, and their interaction",test_stat,"y*Sound Value .133, F = 2.187, df 20/614, p = .002; y*Odour .043, F = 1.362, df 10/306, p = .197; y*Sound*Odour .067, F = 1.061, df 20/614, p = .387","335 paths","Table 2","11 coordinate values y and the sound condition were significant (p < 0.01)",YES
1178,movement,"Correlation between path position (mean ordinate y) and mean walking speed","within each sound x odour condition",correlation,"without odour + music r = -0.223, p = 0.948; with odour + music r = -0.119, p = 0.384; with odour + fan sound r = -0.054, p = 0.699","n = 60, 56 and 54 paths respectively","Sec 4 (Discussions) / Sec 5","the farther away from the side of the sound source, the slower the crowd",YES
1178,other,"Exposure characterisation (SPL and odour)","measured average SPL per sound condition",none,"average SPL 55.6 dB (no played sound), 63.3 dB (music), 57.4 dB (fan sound); music tempo 100.99 bpm; fan annoyance > 6 on 7-point scale","10 grids of 4 m x 4 m; crowd density < 0.05 person/m2","Sec 2.2-2.3","The average SPLs without playing sound, with playing music, and with playing fan sound were 55.6 dB, 63.3 dB, and 57.4 dB",NO
1211,movement,"Dyad walking speed (km/h)","overall across sidewalk segments",means_sd,"M = 2.25 km/h, SD = 0.42 km/h; total distance 1676 m","single case: 1 blind mother-child dyad; 26 sidewalk segments; 5 sessions; 2860 s","Sec 3","They covered a distance of 1676 m in total at an average speed of 2.25 km/h (SD = 0.42 km/h)",NO
1211,movement,"Dyad walking speed (km/h) in quieter background noise (L90 < -36 dB LUFS)","high vs low speech activity",means_sd,"high speech M = 1.9 km/h, SD = 0.19; low speech M = 2.6 km/h, SD = 0.48; U = 2, p = 0.006","single-case dyad; per-group segment n not reported","Sec 3 / Fig. 1","Walking with quieter background noise level but high speech activity evidenced lower speed (M = 1.9 km/h, SD = 0.19 km/h)",NO
1211,movement,"Dyad walking speed (km/h) in louder background noise (L90 >= -36 dB LUFS)","high vs low speech activity",means_sd,"low speech M = 2.2 km/h, SD = 0.34; high speech M = 2.2 km/h, SD = 0.09 (no significant difference reported)","single-case dyad; per-group segment n not reported","Sec 3 / Fig. 1","in louder environments walking speed was similar for different speech conditions",NO
1211,social,"Interpersonal step synchronisation - longest laminar episode (MaxLV, s)","quieter vs louder background noise",means_sd,"quieter M = 3.46 s, SD = 1.33; louder M = 2.37 s, SD = 0.58; U = 36.5, p = 0.014","single-case dyad; 26 sidewalk segments","Sec 3.1 / Fig. 3","the Sync event also showed significant differences for MaxLV depending on whether the environment was quieter or louder",NO
1211,social,"Interpersonal step synchronisation - trapping time (TTV, s)","quieter vs louder background noise",means_sd,"quieter M = 1.58 s, SD = 0.30; louder M = 1.29 s, SD = 0.24; U = 32, p = 0.008","single-case dyad; 26 sidewalk segments","Sec 3.1","Sync walking was maintained longer in environments with less background noise",NO
1211,social,"Interpersonal step synchronisation - trapping time (TTV, s)","low vs high speech activity",means_sd,"low speech M = 1.58 s, SD = 0.35; high speech M = 1.29 s, SD = 0.15; U = 39, p = 0.021","single-case dyad; 26 sidewalk segments","Sec 3.1","only the Sync walking event for the TTV measure showed significant differences depending on whether the activity was low or high",NO
1211,social,"Joint walking state proportions and durations (baseline, not an acoustic contrast)","No-Sync vs Sync vs Detour vs Standstill",means_sd,"No-Sync 505 events (50%), M = 3.42 s, SD = 3.02, 70% of coded time; Sync 446 (44%), M = 1.35 s, SD = 0.73, 24%; Detour 28 (3%), M = 3.07 s, SD = 3.34; Standstill 26 (3%), M = 1.72 s, SD = 1.57","single-case dyad; 2860 s coded","Sec 3","The No-Sync walking intervals showed an average duration of 3.42 s (SD = 3.02 s), accounting for 70% of coded time",NO
1211,other,"Acoustic exposure characterisation","background noise level and speech activity dichotomisation",none,"background L90 ranged -45 to -27 dB LUFS, median split at -36 dB LUFS; speech activity 0.5-63%, median split at 24%","26 sidewalk segments","Sec 2.5","The variation ranged from -45 to -27 dB LUFS",NO
1221,staying,"Queuing time (QT)","perceived loudness of dominant sound source (Spearman)",correlation,"human voice -0.324*** for CII but QT -0.207***; historical humanities 0.1; business sound -0.02; machinery 0.035; natural sound 0.03; traffic noise -0.095","N = 315","Table 2","In human voice-dominated settings, loudness was negatively correlated with indicators such as CII, QT, and RTF",YES
1221,staying,"Queuing time (QT)","perceived event frequency of dominant sound source (Spearman)",correlation,"human voice -0.087; historical humanities 0.146*; business sound 0.119*; machinery 0.074; natural sound 0.209***; traffic noise 0.056","N = 315","Table 2","Under historical-cultural soundscapes, event frequency correlated positively with most economic indicators, except for QT",YES
1221,staying,"Queuing time (QT)","preference for dominant sound source (Spearman)",correlation,"human voice 0.144*; historical humanities -0.106; business sound 0.177**; machinery 0.245***; natural sound -0.121*; traffic noise 0.057","N = 315","Table 2","Preference enhanced RE (p < 0.01) but negatively affected QT (p < 0.001)",YES
1221,staying,"Queuing time (QT)","CATREG SHE model: soundscape factors + crowd density + demographics",regression,"CFD beta = 0.730, F = 196.518***; SSP beta = -0.159, F = 6.983***; EP beta = -0.112, F = 5.765**; PSP beta = -0.092, F = 4.062*; EPSS beta = -0.034, F = 0.610; model R2 = 0.334","N = 315","Table 4 / Sec 3.5","the largest effect observed in the QT model (beta = 0.730)",YES
1221,staying,"Queuing time (QT)","univariate linear regression on crowd facade density (CFD)",regression,"YQT = 0.64 + 7.80*X, R2 = 0.28; CFD increase of 0.05 person/m2 associated with QT +1.03","N = 315","Fig. 9 / Sec 3.4","when CFD increased by 0.05 (person/m2), CII increased by 1.35, ACW by 1.72, QT by 1.03",YES
1221,space-use,"Consumption intention (CII) and affective consumption willingness (ACW)","objective acoustic parameters LAeq, L10, L50, L90",regression,"univariate R2 range 0.03-0.07; L50 highest for CII (R2 = 0.07); Spearman coefficients shown only in Fig. 6, not in text","N = 315","Sec 3.1 / Fig. 6","LAeq, L10, L50, and L90 emerged as critical acoustic parameters, demonstrating highly significant positive correlations with both CII and ACW",NO
1221,space-use,"CII, ACW, QT, RTF, RE","traffic noise loudness (Spearman)",correlation,"CII -0.274***; ACW -0.178***; QT -0.095; RTF -0.254***; RE -0.143**","N = 315","Table 2","When traffic sounds were predominant, loudness was negatively associated with most behaviors except QT",YES
1221,space-use,"CII, ACW, QT, RTF, RE","natural sound event frequency (Spearman)",correlation,"CII 0.433***; ACW 0.272***; QT 0.209***; RTF 0.301***; RE 0.233***","N = 315","Table 2","In nature-based soundscapes, event frequency showed consistent positive correlations with all economic indicators",YES
1221,space-use,"CII, ACW, QT, RTF, RE","perceived affective quality (eventful, calm, chaotic, monotonous)",none,"significance levels only in text (Eventful p < 0.001 for all except QT p < 0.01; Calm p < 0.001 with ACW and QT p < 0.05; Chaotic negative p < 0.001); coefficients only in Fig. 7; regression R2 < 0.15","N = 315","Sec 3.2 / Fig. 7","Eventful demonstrated the most prominent associations, showing highly significant positive correlations with all economic behavior indicators",NO
1221,space-use,"Five economic behaviour outcomes (CII, ACW, QT, RTF, RE)","CATREG SHE model overall fit and key soundscape predictors",regression,"model R2: CII 0.663, ACW 0.532, RTF 0.510, RE 0.449, QT 0.334; SSP beta CII 0.166***, ACW -0.164***, QT -0.159***, RTF 0.318***; CFD beta 0.457-0.730","N = 315","Table 4 / Sec 3.5","the CII model showed the highest explained variance (R2 = 0.663), followed by ACW (R2 = 0.532)",YES
1221,movement,"SECONDARY CITATION (not this study data): walking speed in a public square","background music vs no music, cited from ref [17] Meng et al.",means_sd,"walking speed decreased by an average of 0.296 m/s; 8.3 % of individuals continued walking without background music","not reported in this paper","Sec 1 (Introduction), citing [17]","when background music was introduced, walking speed decreased by an average of 0.296 m/s",NO
1221,staying,"SECONDARY CITATION (not this study data): dwell time in a shopping street","classical music vs no music, cited from ref [18] Aletta et al.",means_sd,"320.57 s with classical music vs 132.18 s in no-music conditions","not reported in this paper","Sec 1 (Introduction), citing [18]","the average dwell time of individuals in a shopping street was significantly longer when classical music was played",NO
