origin,file,pages,match,branch,id,doi,action,library_name
user,ibarra2012.pdf,13,doi=False exact=True title_head=100%,DB,194,10.3397/1.3682961,moved,2012_NoisCont_Ibarra et al_Relating the near field noise of passenger cars with the driving behav.pdf
user,liu2019.pdf,9,doi=True exact=True title_head=100%,DB,556,10.1016/j.landurbplan.2019.103602,moved,"2019_LUP_Liu et al_Neighbourhood greenness and mental wellbeing in Guangzhou, China What.pdf"
user,s12403-016-0230-x.pdf,14,doi=True exact=True title_head=100%,DB,412,10.1007/s12403-016-0230-x,moved,2017_ExpoAnd_Rocha et al_Environmental Quality Assessment in Areas Used for Physical Activity a.pdf
user,sanchez-sanchez2019.pdf,10,doi=True exact=True title_head=100%,DB,559,10.1016/j.apacoust.2019.07.014,moved,2019_ApplAcoust_Sanchez-Sanchez et al_Patterns to characterise the weekend effect on the environmental noise.pdf
user,song2018.pdf,10,doi=True exact=True title_head=100%,DB,499,10.1016/j.ufug.2017.11.002,moved,2018_UrbaFore_Song et al_Spatial-temporal change analysis of plant soundscapes and their design.pdf
user,verzini1995.pdf,12,doi=True exact=True title_head=100%,DB,22,10.1080/00207239508710998,moved,1995_InteJour_Verzini et al_An interdisciplinary study of urban noise pollution part II.pdf
user,yu2008.pdf,13,doi=False exact=True title_head=100%,DB,80,10.1121/1.2821955,moved,"2008_JASA_Yu & Kang_Effects of social, demographical and behavioral factors on the sound l.pdf"
user,yu2009.pdf,12,doi=False exact=True title_head=100%,DB,104,10.1121/1.3183377,moved,2009_JASA_Yu & Kang_Modeling subjective evaluation of soundscape quality in urban open spa.pdf
auto,0351_2016_Long-term transportation noise annoyance is associated with.pdf,9,doi=True exact=True title_head=100%,DB,351,10.1016/j.envint.2016.03.011,copied,2016_EnvInt_Foraster et al_Long-term transportation noise annoyance is associated with subsequent.pdf
auto,0623_2020_How did the 'state of emergency' declaration in Japan due to.pdf,10,doi=True exact=True title_head=100%,DB,623,10.14324/111.444/ucloe.000009,copied,2020_UclOpen_Sakagami_How did the ‘state of emergency’ declaration in Japan due to the COVID.pdf
auto,0639_2020_Noise at the time of COVID 19 The impact in some areas in Ro.pdf,17,doi=True exact=True title_head=100%,DB,639,10.1515/noise-2020-0021,copied,2020_NoiseMapp_Pagès et al_Noise at the time of COVID 19 The impact in some areas in Rome and Mil.pdf
auto,0692_2021_Assessing Inequalities in Wellbeing at a Neighbourhood Scale.pdf,17,doi=True exact=True title_head=100%,DB,692,10.3389/fsoc.2021.729453,copied,2021_FronIn_Cinderby et al_Assessing Inequalities in Wellbeing at a Neighbourhood Scale in Low-Mi.pdf
auto,0823_2022_Enhancing the park experience by giving visitors control ove.pdf,18,doi=False exact=True title_head=100%,DB,823,10.3233/ais-220621,copied,2022_JourOf_De Pessemier et al_Enhancing the park experience by giving visitors control over the park.pdf
auto,0888_2023_A Perceptual Structure of Soundscapes in Urban Public Spaces.pdf,14,doi=True exact=True title_head=100%,DB,888,10.3390/ijerph20042932,copied,2023_IJERPH_Cao & Kang_A Perceptual Structure of Soundscapes in Urban Public Spaces Using Sem.pdf
auto,0932_2023_Negotiating the city during the dark season a study of recre.pdf,17,doi=True exact=True title_head=100%,DB,932,10.1080/17450101.2023.2226357,copied,2023_Mobi_Lepoša et al_Negotiating the city during the dark season a study of recreational ru.pdf
auto,1092_2025_A sensor-based study on the environmental determinants of sl.pdf,37,doi=False exact=True title_head=100%,DB,1092,10.1016/j.envres.2025.120874,copied,2025_EnviRese_Montanari et al_A sensor-based study on the environmental determinants of sleep in old.pdf
auto,1182_2025_The role of neighbourhood-level sociodemographic and socioec.pdf,11,doi=True exact=True title_head=100%,DB,1182,10.1183/23120541.00132-2025,copied,2025_ErjOpen_Vásquez-Andrade et al_The role of neighbourhood-level sociodemographic and socioeconomic cha.pdf
auto,1203_2026_Assessing the relationship between space-time behaviours and.pdf,34,doi=False exact=True title_head=100%,DB,1203,10.1038/s41370-025-00765-3,copied,2026_JourOf_Fancello et al_Assessing the relationship between space-time behaviours and personal.pdf
